country,track.id,track name,popularity,danceability,energy,acousticness,liveness,tempo
Bolivia,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",92.0,0.621,0.782,0.0125,0.23,128.033
Bolivia,1zsPaEkglFvxjAhrM8yhpr,Hey Mor,88.0,0.901,0.589,0.00302,0.0992,98.002
Bolivia,31i56LZnwE6uSu3exoHjtB,Neverita,87.0,0.876,0.498,0.0706,0.143,122.016
Bolivia,6Xom58OOXk2SoU711L2IXO,Moscow Mule,86.0,0.804,0.674,0.294,0.115,99.968
Bolivia,2rurDawMfoKP4uHyb2kJBt,Te Felicito,85.0,0.695,0.636,0.234,0.081,174.14
Bolivia,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,84.0,0.754,0.646,0.152,0.108,176.089
Bolivia,1ga4PztXOIw1yBbdUt2X8v,GATÚBELA,83.0,0.627,0.858,0.263,0.21,92.523
Bolivia,1O2pcBJGej0pmH2Y9XZMs6,Una Noche en Medellín,82.0,0.87,0.548,0.0924,0.0534,96.018
Bolivia,7kYbxvrGXv8cmKjkqgqhrw,La Triple T,78.0,0.801,0.633,0.414,0.27,92.025
Bolivia,7hynhxDoDpgMIV12JuVtNa,UN PESO,77.0,0.627,0.675,0.125,0.0784,79.31
Bolivia,4WiQA1AGWHFvaxBU6bHghs,PUNTO G,76.0,0.751,0.761,0.251,0.0991,92.032
Bolivia,5q86iSKkBtOoNkdgEDY5WV,VISTA AL MAR,75.0,0.759,0.561,0.803,0.101,104.915
Bolivia,1DxEbt6OSbrkRthk6pjZue,MERCHO,74.0,0.838,0.79,0.431,0.184,92.927
Bolivia,3eUR4NZa2hc8ZulyFYdCv8,Los Cachos,73.0,0.774,0.73,0.108,0.194,91.966
Bolivia,40vzZFWG1h60TdZPuxuX3Y,Por el Resto de Tu Vida,71.0,0.781,0.662,0.355,0.161,91.999
Brazil,2K9kZpwD2CzTa6iiSYYOoO,Leão,86.0,0.743,0.865,0.449,0.297,129.999
Brazil,4o6v3Oooyt7HF20idztRD4,Bombonzinho - Ao Vivo,85.0,0.651,0.947,0.305,0.92,158.046
Brazil,1597vvneWf0zoQrg2D8yH6,Evoque Prata,84.0,0.872,0.519,0.306,0.276,86.768
Brazil,2hkwwmmLC90T8BQ7t3xufq,Roça Em Mim,82.0,0.846,0.81,0.222,0.139,135.074
Brazil,3gCWngngUs1uojw33vrE8K,5 Regras - Ao Vivo,81.0,0.761,0.574,0.78,0.459,124.185
Brazil,2m6ZDDrTvDQtKbwNFyI3r5,MAMA.CITA (hasta la vista),79.0,0.778,0.706,0.0607,0.0969,129.027
Brazil,52kcarcX0FQ6wPulXm2bMJ,Meca Cereja,74.0,0.711,0.53,0.535,0.0834,124.161
Brazil,29adI8c6c75mnnaJ3BFLID,Parecia Tempestade,70.0,0.853,0.654,0.205,0.101,170.048
Brazil,51FFbyL0PjkYtjXJQP0JoP,Saudade da Minha Vida - Ao Vivo,68.0,0.509,0.935,0.108,0.907,158.927
Brazil,4qDT0BeJ7BjatrN9k8AvB4,Flow Espacial,64.0,0.712,0.685,0.0186,0.0911,162.032
Brazil,1jHgfC8T5KxUyC5Ldw6lk9,Zona De Perigo,62.0,0.805,0.767,0.748,0.35,135.06
Brazil,3C99BfGe301JNp7BqTX5Uu,Média Boa - Ao Vivo,57.0,0.676,0.824,0.382,0.529,118.071
Canada,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,92.0,0.637,0.643,0.13,0.142,97.008
Canada,78Sw5GDo6AlGwTwanjXbGh,Here With Me,91.0,0.574,0.469,0.534,0.128,132.023
Canada,3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),86.0,0.529,0.673,0.000307,0.093,165.921
Canada,0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),85.0,0.733,0.67,0.121,0.121,100.964
Canada,4k6Uh1HXdhtusDW5y8Gbvy,Bad Habit,83.0,0.686,0.494,0.613,0.402,168.946
Canada,54ipXppHLA8U4yqpOFTUhr,Bones,82.0,0.772,0.75,0.0201,0.074,114.061
Canada,5uU1uuyaUIBOiiUSQG7Wl3,You Proof,81.0,0.731,0.85,0.252,0.605,119.706
Canada,3RKjTYlQrtLXCq5ncswBPp,"Hey, Mickey!",80.0,0.912,0.507,0.579,0.167,134.978
Canada,3i0FkJYlU4MFfYkjFHXXAM,I'm Not Here To Make Friends,78.0,0.698,0.895,0.172,0.409,114.914
Canada,567e29TDzLwZwfDuEpGTwo,STAY (with Justin Bieber),76.0,0.591,0.764,0.0383,0.103,169.928
Canada,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),68.0,0.712,0.463,0.011,0.301,131.199
Canada,59uQI0PADDKeE6UZDTJEe8,Last Night,64.0,0.517,0.675,0.459,0.151,203.853
Chile,5ww2BF9slyYgNOk37BlC4u,La Bachata,93.0,0.835,0.679,0.583,0.218,124.98
Chile,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",92.0,0.621,0.782,0.0125,0.23,128.033
Chile,1zsPaEkglFvxjAhrM8yhpr,Hey Mor,88.0,0.901,0.589,0.00302,0.0992,98.002
Chile,6WbAhuwE6fCOriBu5786X1,CAIRO,86.0,0.951,0.692,0.472,0.0894,115.047
Chile,2CeKVsFFXG4QzA415QygGb,Feliz Cumpleaños Ferxxo,84.0,0.865,0.573,0.0863,0.305,94.999
Chile,33cF8aTmGJ6TsEf23uqGIN,LOKERA,81.0,0.836,0.826,0.213,0.0814,102.025
Chile,6wtZPYBIXUvCpXwVjMCJBf,ULTRA SOLO REMIX,80.0,0.909,0.824,0.0777,0.0638,109.97
Chile,4WiQA1AGWHFvaxBU6bHghs,PUNTO G,76.0,0.751,0.761,0.251,0.0991,92.032
Chile,2pR6bipXfJySBhje19SW02,Marisola,75.0,0.806,0.85,0.155,0.201,95.014
Chile,0Sfn2TYbpQtCGMBf6C0Y6T,PLAYA DEL INGLÉS,74.0,0.793,0.736,0.0822,0.109,112.993
Chile,5uq1p5tvZhSTRpZZTwuQPj,LOKOTRON REMIX,73.0,0.844,0.53,0.276,0.123,92.008
Chile,4TRlBMj8wXsIfEDgWOPyE2,Malibu,72.0,0.767,0.692,0.0223,0.0585,110.021
Chile,0yq2vtAiZfTYZlP2EFCJDt,Te Extraño a Lo Vio,63.0,0.555,0.807,0.0172,0.246,93.853
Colombia,5ww2BF9slyYgNOk37BlC4u,La Bachata,93.0,0.835,0.679,0.583,0.218,124.98
Colombia,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",92.0,0.621,0.782,0.0125,0.23,128.033
Colombia,1zsPaEkglFvxjAhrM8yhpr,Hey Mor,88.0,0.901,0.589,0.00302,0.0992,98.002
Colombia,31i56LZnwE6uSu3exoHjtB,Neverita,87.0,0.876,0.498,0.0706,0.143,122.016
Colombia,6Xom58OOXk2SoU711L2IXO,Moscow Mule,86.0,0.804,0.674,0.294,0.115,99.968
Colombia,5jt25aFjW2kNoBqaEVaz5W,LA INOCENTE,85.0,0.757,0.789,0.307,0.0717,91.911
Colombia,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,84.0,0.754,0.646,0.152,0.108,176.089
Colombia,3fjN3y5x4hN53rykAN2LHQ,cómo dormiste?,83.0,0.627,0.429,0.238,0.122,126.426
Colombia,5YJ4BVvTFmVCxUyhKejHfR,Pa' Que Retozen,78.0,0.815,0.856,0.4,0.244,91.995
Colombia,4WiQA1AGWHFvaxBU6bHghs,PUNTO G,76.0,0.751,0.761,0.251,0.0991,92.032
Colombia,5q86iSKkBtOoNkdgEDY5WV,VISTA AL MAR,75.0,0.759,0.561,0.803,0.101,104.915
Colombia,1JpzJfxjHGFUyTHXLZidok,Monastery,73.0,0.811,0.5,0.104,0.372,178.017
Colombia,0cubEBmB9wjsdBwXNFmzFy,Salir Con Vida,72.0,0.612,0.697,0.261,0.347,91.976
Colombia,2vsoD8S1OyrWSVIA43hjaU,Si Te La Encuentras Por Ahí,71.0,0.736,0.569,0.144,0.112,171.973
Colombia,6eB74UiUNkI7JJBhhr3Y6C,Tu Gato Bellaco - Remix,69.0,0.724,0.46,0.617,0.102,111.957
Colombia,0EFxJw34fK8DWlTxx9qYeW,Instagram,68.0,0.801,0.563,0.264,0.192,179.968
Costa Rica,5ww2BF9slyYgNOk37BlC4u,La Bachata,93.0,0.835,0.679,0.583,0.218,124.98
Costa Rica,1zsPaEkglFvxjAhrM8yhpr,Hey Mor,88.0,0.901,0.589,0.00302,0.0992,98.002
Costa Rica,6Xom58OOXk2SoU711L2IXO,Moscow Mule,86.0,0.804,0.674,0.294,0.115,99.968
Costa Rica,2JPLbjOn0wPCngEot2STUS,Yonaguni,84.0,0.644,0.648,0.276,0.135,179.951
Costa Rica,1ga4PztXOIw1yBbdUt2X8v,GATÚBELA,83.0,0.627,0.858,0.263,0.21,92.523
Costa Rica,0UXlu64mDLvfzR8IXMz06J,Ya No Somos Ni Seremos,79.0,0.588,0.452,0.437,0.344,139.953
Costa Rica,3eUR4NZa2hc8ZulyFYdCv8,Los Cachos,73.0,0.774,0.73,0.108,0.194,91.966
Costa Rica,4jhHaLksdP8DJZzxYAjOSz,Kemba Walker,71.0,0.832,0.59,0.446,0.123,146.907
Denmark,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,92.0,0.637,0.643,0.13,0.142,97.008
Denmark,4sx6NRwL6Ol3V6m9exwGlQ,Love Again,80.0,0.662,0.398,0.716,0.111,107.001
Denmark,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),68.0,0.712,0.463,0.011,0.301,131.199
Denmark,7JqI6lxV0zDu8wIUYegsGE,ALIVE ALIVE ALIVE,60.0,0.638,0.847,0.126,0.0879,150.086
Denmark,22fNmvVD1bC4rWv6hg29pC,Feberdrømmer Xx Dubai,59.0,0.706,0.655,0.206,0.101,136.013
Denmark,09N9LGyKqWlLViq2bQjFxR,Vågen (Artigeardit X Lamin),57.0,0.891,0.663,0.00311,0.113,118.961
Denmark,4dbqhooQ6Q9MJsCYTKyKYe,Tetovo,54.0,0.678,0.499,0.56,0.0999,99.907
Denmark,6oNgurLd0pCnLMWPOxt5Es,Snubler,53.0,0.818,0.589,0.185,0.126,123.142
Denmark,705n1V0dBe4UOZC1oaah9a,Chart,52.0,0.597,0.56,0.0202,0.0833,137.588
Denmark,5TC5naM4A19URX3rAKAeX3,Sidste Gang,51.0,0.507,0.466,0.46,0.254,166.501
Denmark,2hDrbSyhJstGmPDmZDlDTH,Solskin,50.0,0.746,0.45,0.0568,0.0985,112.096
Denmark,2kVFy8VoECOiRdjQqHtUNw,Sig Hvad Du Vil,49.0,0.739,0.552,0.0283,0.159,105.9
Denmark,1v1gAoEB2WyRE87LtFV46D,Præcis,48.0,0.64,0.578,0.0469,0.192,155.997
Ecuador,5ww2BF9slyYgNOk37BlC4u,La Bachata,93.0,0.835,0.679,0.583,0.218,124.98
Ecuador,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",92.0,0.621,0.782,0.0125,0.23,128.033
Ecuador,1zsPaEkglFvxjAhrM8yhpr,Hey Mor,88.0,0.901,0.589,0.00302,0.0992,98.002
Ecuador,31i56LZnwE6uSu3exoHjtB,Neverita,87.0,0.876,0.498,0.0706,0.143,122.016
Ecuador,7dSZ6zGTQx66c2GF91xCrb,PROVENZA,86.0,0.87,0.516,0.656,0.11,111.005
Ecuador,2rurDawMfoKP4uHyb2kJBt,Te Felicito,85.0,0.695,0.636,0.234,0.081,174.14
Ecuador,3fjN3y5x4hN53rykAN2LHQ,cómo dormiste?,83.0,0.627,0.429,0.238,0.122,126.426
Ecuador,1797zYiX4cKosMH836X9Gt,La Corriente,82.0,0.663,0.786,0.229,0.219,196.12
Ecuador,4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),81.0,0.639,0.703,0.0889,0.0865,169.888
Ecuador,5YJ4BVvTFmVCxUyhKejHfR,Pa' Que Retozen,78.0,0.815,0.856,0.4,0.244,91.995
Ecuador,1sbNEFiURUYfy024cJX8JG,Ferxxo 100,77.0,0.705,0.562,0.257,0.137,163.893
Ecuador,4WiQA1AGWHFvaxBU6bHghs,PUNTO G,76.0,0.751,0.761,0.251,0.0991,92.032
Ecuador,5q86iSKkBtOoNkdgEDY5WV,VISTA AL MAR,75.0,0.759,0.561,0.803,0.101,104.915
Ecuador,1DxEbt6OSbrkRthk6pjZue,MERCHO,74.0,0.838,0.79,0.431,0.184,92.927
Ecuador,3eUR4NZa2hc8ZulyFYdCv8,Los Cachos,73.0,0.774,0.73,0.108,0.194,91.966
Ecuador,6lV9cTvioGWqRXSgfjAUGL,Mojando Asientos (feat. Feid),68.0,0.773,0.767,0.0352,0.299,94.99
Ecuador,6odrHMSLjP3aOXC4ipKUC6,La Bebe,67.0,0.775,0.465,0.609,0.114,169.781
Estonia,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,90.0,0.571,0.544,0.453,0.322,132.052
Estonia,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,89.0,0.612,0.807,0.0495,0.101,124.053
Estonia,1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,87.0,0.323,0.737,0.142,0.163,113.26
Estonia,3azJifCSqg9fRij2yKIbWz,The Color Violet,86.0,0.645,0.534,0.157,0.0863,105.02
Estonia,3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),83.0,0.607,0.767,0.118,0.122,123.998
Estonia,4sx6NRwL6Ol3V6m9exwGlQ,Love Again,80.0,0.662,0.398,0.716,0.111,107.001
Estonia,0zKbDrEXKpnExhGQRe9dxt,Lay Low,79.0,0.534,0.855,0.0607,0.346,122.06
Estonia,2KReCz1L5XkGIBhDncQ5VZ,BABY SAID,76.0,0.622,0.715,0.000982,0.0796,131.012
Estonia,1LIvdWNdKmHvU0FJvw2diN,Big City Life,73.0,0.615,0.902,0.0176,0.103,87.03
Estonia,5FkJHVudUByVjanCqFXRql,After Dark,72.0,0.578,0.6,0.0677,0.0778,140.021
Estonia,7exHT4swWOKL5addPeqkLP,THE LONELIEST,68.0,0.525,0.599,0.00151,0.0762,129.841
Estonia,4g22x3fIQVUlY39ICUBB7Z,HOODAK MP3,57.0,0.911,0.758,0.00892,0.126,144.024
Estonia,63YH4W1jfTXbuS9LNSCTXB,KUHU KADUS STEN?,44.0,0.794,0.813,0.104,0.239,120.989
Estonia,41XLcwECxYj7tokaF2a7sA,kastehein,43.0,0.554,0.8,0.0347,0.121,121.932
Estonia,6yWAlfKGH5AMHlxT4ZtCVg,Ainult Unustamiseks,42.0,0.596,0.795,0.111,0.147,125.046
Estonia,6YS0bPEionrniTERIcCXP7,Monsters,41.0,0.562,0.823,0.000255,0.762,130.092
Estonia,45GJmcFYh1hxHxwdg5KBQm,Silmad pärani kinni,1.0,0.611,0.698,0.0129,0.157,151.002
Finland,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,0.715,0.62,0.417,0.0822,97.95
Finland,3zkyus0njMCL6phZmNNEeN,LET GO,90.0,0.735,0.449,0.859,0.213,146.016
Finland,561jH07mF1jHuk7KlaeF0s,Mockingbird,89.0,0.637,0.678,0.209,0.156,84.039
Finland,5WxVXxCMRnvxUKFq40ELwq,Escapism.,80.0,0.538,0.742,0.138,0.0934,96.107
Finland,11BKm0j4eYoCPPpCONAVwA,Bloody Mary,78.0,0.591,0.637,0.0107,0.113,99.998
Finland,1mHRqzrSR9MQaryDj6GibE,Sata vuotta,63.0,0.379,0.504,0.528,0.245,199.849
Finland,4Mg2rAHrqKXQzLRIwr4j9r,FAMOUS,61.0,0.518,0.56,0.0841,0.0933,93.002
Finland,4EXBxZeqKIayJa65KtAwZw,Ihana kipu,60.0,0.68,0.649,0.0976,0.118,140.063
Finland,0lPrY8sXUen0bqga0BIeWa,Tulipalo,59.0,0.739,0.678,0.248,0.128,122.032
Finland,79Hll9uh2wBbKqDJc4LuXl,Sen pituinen se (feat. Kiki),57.0,0.646,0.818,0.0399,0.32,137.005
Finland,6qverLcFcryBhJBgomIZjw,Tippa-T,56.0,0.771,0.658,0.0261,0.273,99.993
Finland,2h9FYDFYIScQ4dHtsL70gn,DEEP DOWN (feat. Costi),55.0,0.845,0.735,0.0841,0.108,120.02
Finland,4F7V4HGz5qeokniev7MT2c,Bisnestä,54.0,0.835,0.831,0.0545,0.149,129.971
Finland,244HqAdMLdMTElPUxvT9RT,Yks pullo,53.0,0.666,0.663,0.039,0.374,90.006
Finland,2QS3MUxQ1oZvaThkIX0SmT,Magaluf,51.0,0.743,0.668,0.0393,0.11,173.979
Finland,5IrehI7ObhFWGhWxGb65U1,Toista mua,48.0,0.708,0.669,0.00154,0.291,123.015
Finland,2YoDV3OxEgqnCcrTcqF4Uz,100 asiaa,40.0,0.586,0.687,0.0279,0.0651,134.963
France,73vIOb4Q7YN6HeJTbscRx5,Miss You,90.0,0.587,0.742,0.0128,0.146,145.007
France,5UPpgOKi0UQMMMSzWWgJJe,AMBER,77.0,0.707,0.778,0.0853,0.177,140.988
France,3D29kjUyWxsT3jUUTtARVQ,DIE,76.0,0.695,0.63,0.229,0.118,130.968
France,6sCvvleqKbeyOkQDieBYgp,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,74.0,0.247,0.299,0.899,0.131,177.115
France,3NzxPt9QFCTsFBQ0wPVTDe,Galactic,73.0,0.79,0.687,0.315,0.348,146.05
France,6PrB4KpvuoYWtwjPC5a44S,Balader,72.0,0.603,0.802,0.306,0.124,130.121
France,0Jh6iWjna1wk5le0Ahn7No,La vie qu'on mène,70.0,0.8,0.756,0.687,0.111,113.204
France,4otT81iBBpaf36roGtzT4a,Decrescendo,69.0,0.681,0.459,0.595,0.0828,83.47
France,5w3GRfKybnACxA4vTuIDAi,Introduction,67.0,0.695,0.581,0.595,0.105,134.658
France,0EzNyXyU7gHzj2TN8qYThj,Bolide allemand,66.0,0.718,0.643,0.441,0.113,131.825
France,3x6n0IkVMIqTl7EE2j3R2g,Ma Came,61.0,0.879,0.622,0.474,0.236,118.011
France,5atXcF9P7BvCIfCwpALYXB,Match,60.0,0.736,0.684,0.0442,0.211,164.939
France,0jHBAPWVAZIwW67hg0XHnh,SMS,58.0,0.803,0.499,0.232,0.0949,167.939
France,5klPZRehMLpiKUchPAzKyR,Un jour je marierai un ange,43.0,0.621,0.538,0.276,0.112,85.054
France,6zJejIfVYLgjud3lTk4DLB,SNAP,34.0,0.565,0.636,0.107,0.447,170.01
Germany,73vIOb4Q7YN6HeJTbscRx5,Miss You,90.0,0.587,0.742,0.0128,0.146,145.007
Germany,561jH07mF1jHuk7KlaeF0s,Mockingbird,89.0,0.637,0.678,0.209,0.156,84.039
Germany,3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),83.0,0.607,0.767,0.118,0.122,123.998
Germany,7DyDjhZMEIK5Ied4juTCyc,Sie weiß (feat. Mero),81.0,0.792,0.679,0.517,0.0962,119.932
Germany,5YdnOm5990Kfq1Jodws98B,Call It Love,80.0,0.616,0.841,0.0559,0.417,110.029
Germany,4tRhRLBxIZ34Iw0eCuiC03,Miss You,79.0,0.663,0.559,0.136,0.108,145.007
Germany,4YxZQd3I4rj1nqkXgvpCk4,Zukunft Pink (feat. Inéz),77.0,0.903,0.719,0.514,0.743,118.036
Germany,6yeZM8gyykjaf8w0GqRfK4,Wildberry Lillet,74.0,0.89,0.521,0.078,0.0958,139.981
Germany,7lkYdyKCN44Lc5saKwIGhP,Spät nach Haus,73.0,0.849,0.449,0.341,0.106,84.463
Germany,0DH7ZmouflLanUgjYaUP0e,on my way,72.0,0.884,0.528,0.138,0.0951,90.001
Germany,6hw1Sy9wZ8UCxYGdpKrU6M,Roller,69.0,0.941,0.758,0.0256,0.193,128.017
Germany,5xX2LYdXyx0Boa61rZOjq5,Beautiful Girl,66.0,0.846,0.42,0.296,0.09,139.883
Germany,2viO8F8cWAkkHqZIE8ouk8,OFT VERTRAUT,61.0,0.744,0.479,0.166,0.146,145.906
Global,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),94.0,0.561,0.965,0.00383,0.371,128.04
Global,5ww2BF9slyYgNOk37BlC4u,La Bachata,93.0,0.835,0.679,0.583,0.218,124.98
Global,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",92.0,0.621,0.782,0.0125,0.23,128.033
Global,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,91.0,0.561,0.52,0.0503,0.355,153.15
Global,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,90.0,0.911,0.712,0.0901,0.0933,92.005
Global,4FyesJzVpA39hbYvcseO2d,Just Wanna Rock,88.0,0.486,0.545,0.0652,0.0642,150.187
Global,2CeKVsFFXG4QzA415QygGb,Feliz Cumpleaños Ferxxo,84.0,0.865,0.573,0.0863,0.305,94.999
Global,4k6Uh1HXdhtusDW5y8Gbvy,Bad Habit,83.0,0.686,0.494,0.613,0.402,168.946
Global,54ipXppHLA8U4yqpOFTUhr,Bones,82.0,0.772,0.75,0.0201,0.074,114.061
Global,4sx6NRwL6Ol3V6m9exwGlQ,Love Again,80.0,0.662,0.398,0.716,0.111,107.001
Global,2mpoNBkngUEwnaKoBhZ0vl,PRC,79.0,0.784,0.826,0.0965,0.123,138.078
Global,4WiQA1AGWHFvaxBU6bHghs,PUNTO G,76.0,0.751,0.761,0.251,0.0991,92.032
Global,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),68.0,0.712,0.463,0.011,0.301,131.199
Global,6zJejIfVYLgjud3lTk4DLB,SNAP,34.0,0.565,0.636,0.107,0.447,170.01
Greece,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,0.715,0.62,0.417,0.0822,97.95
Greece,5WxVXxCMRnvxUKFq40ELwq,Escapism.,80.0,0.538,0.742,0.138,0.0934,96.107
Greece,3qFj5MapvQvQH4u1PIVX9n,Gagarin,62.0,0.892,0.527,0.0134,0.218,109.943
Greece,1OGTkqFF8EmYZvDLuHAXsw,AMOR,60.0,0.772,0.749,0.233,0.111,121.976
Greece,5YxvdEAIKhCAPBZNNPnTGe,Apothimeno,59.0,0.588,0.727,0.492,0.0798,87.667
Greece,2Hl382Ahx7IV5i2Qfu5m2Q,Tattoo,57.0,0.687,0.479,0.712,0.184,109.994
Greece,3vxOiWJAjI6ZS7zVlL6uT7,To Kserw,56.0,0.674,0.916,0.359,0.127,139.978
Greece,3vKqBFEJWVtJ4rQQLt3Dbe,Epiloges - Prod. By Skive,55.0,0.802,0.656,0.238,0.239,138.056
Greece,2Vm1AL0pK6UIvNEiIBxsj0,EMMONH,52.0,0.799,0.582,0.793,0.093,100.028
Greece,457R4xC0mHC4pkYqaGOY2D,JET II,51.0,0.701,0.659,0.309,0.431,142.015
Greece,1iGXjQrjL2SbqconUISzRC,Dark Piano,48.0,0.822,0.682,0.0906,0.221,93.998
Greece,1zVSvXZbu4P5JTUzM3PmlZ,TIRANA,44.0,0.862,0.688,0.0149,0.65,141.994
Guatemala,5ww2BF9slyYgNOk37BlC4u,La Bachata,93.0,0.835,0.679,0.583,0.218,124.98
Guatemala,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",92.0,0.621,0.782,0.0125,0.23,128.033
Guatemala,1zsPaEkglFvxjAhrM8yhpr,Hey Mor,88.0,0.901,0.589,0.00302,0.0992,98.002
Guatemala,31i56LZnwE6uSu3exoHjtB,Neverita,87.0,0.876,0.498,0.0706,0.143,122.016
Guatemala,2JPLbjOn0wPCngEot2STUS,Yonaguni,84.0,0.644,0.648,0.276,0.135,179.951
Guatemala,1ga4PztXOIw1yBbdUt2X8v,GATÚBELA,83.0,0.627,0.858,0.263,0.21,92.523
Guatemala,4ygQ5wSuzzNRevVjup1qV2,El Gavilán,82.0,0.724,0.684,0.144,0.302,144.117
Guatemala,4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),81.0,0.639,0.703,0.0889,0.0865,169.888
Guatemala,3ZGkdrigbWXLgHungXfZkt,Los Botones Azules,80.0,0.784,0.737,0.0877,0.1,97.5
Guatemala,0UXlu64mDLvfzR8IXMz06J,Ya No Somos Ni Seremos,79.0,0.588,0.452,0.437,0.344,139.953
Guatemala,4FAKtPVycI4DxoOHC01YqD,Yandel 150,78.0,0.783,0.729,0.0492,0.1,167.968
Guatemala,1sbNEFiURUYfy024cJX8JG,Ferxxo 100,77.0,0.705,0.562,0.257,0.137,163.893
Hong Kong,61AZsmFB3VoJdmraMk5ZSn,VIBE (feat. Jimin of BTS),81.0,0.78,0.683,0.0801,0.22,100.049
Hong Kong,0rhI6gvOeCKA502RdJAbfs,Sugar Rush Ride,78.0,0.712,0.893,0.00788,0.169,125.022
Hong Kong,5zwwW9Oq7ubSxoCGyW1nbY,Pink Venom,74.0,0.693,0.734,0.0145,0.217,180.06
Hong Kong,4umaD9GJDZMihD9mal7vd1,鏡中鏡,64.0,0.624,0.667,0.0399,0.104,147.037
Hong Kong,2vJreatDgwtXWKpkqpPUZ3,地球上的最後一朵花,63.0,0.623,0.382,0.785,0.0974,125.881
Hong Kong,3mVO7XaN9ULGNuXteiCOz3,再見 寧靜海,62.0,0.466,0.471,0.5,0.113,146.879
Hong Kong,6flgMTTqhbJSNryAPCYcvA,留一天與你喘息,61.0,0.411,0.482,0.574,0.227,172.079
Hong Kong,1ZrnCyms7CBYsCvkkVIkt8,記憶棉,60.0,0.491,0.533,0.393,0.0944,149.856
Hong Kong,4pnqbvjkdoIKUzmfr1bUho,Mr. Stranger,59.0,0.418,0.718,0.0461,0.249,81.905
Hong Kong,2P5Eeh29qJrYa1T27cdL3B,反對無效,57.0,0.703,0.607,0.716,0.112,118.973
Hong Kong,0Rhz56u8K6hjzxNCGkJjhi,盲婚啞嫁,56.0,0.566,0.418,0.425,0.14,153.94
Hong Kong,62ZpTeNkawwXCr7tNtF8Zz,乖乖報到,51.0,0.651,0.612,0.54,0.172,128.021
Hong Kong,3x2hKSUf8O8IqI1shmxGnp,老派約會之必要,50.0,0.679,0.563,0.503,0.102,107.014
Hong Kong,7o4T6JqF9oakRouiBexoiT,最低保障,49.0,0.61,0.473,0.68,0.131,127.767
Hong Kong,5awK4mHW8B2bCuX8G0Grvb,小心地滑,46.0,0.653,0.811,0.262,0.1,115.515
Hong Kong,5w3SN2UjZRuuvPLAisQuaC,你瞞我瞞 - From THE FIRST TAKE,43.0,0.432,0.345,0.862,0.295,151.536
Hungary,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,0.715,0.62,0.417,0.0822,97.95
Hungary,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,91.0,0.704,0.797,0.0826,0.0546,139.994
Hungary,73vIOb4Q7YN6HeJTbscRx5,Miss You,90.0,0.587,0.742,0.0128,0.146,145.007
Hungary,3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),83.0,0.607,0.767,0.118,0.122,123.998
Hungary,54ipXppHLA8U4yqpOFTUhr,Bones,82.0,0.772,0.75,0.0201,0.074,114.061
Hungary,4sx6NRwL6Ol3V6m9exwGlQ,Love Again,80.0,0.662,0.398,0.716,0.111,107.001
Hungary,11BKm0j4eYoCPPpCONAVwA,Bloody Mary,78.0,0.591,0.637,0.0107,0.113,99.998
