country,track.id,track name,popularity,danceability,energy,acousticness,liveness,tempo
Chile,7Am9Us7Lub64dgaJ3jCeL7,Con Puras de 25,63.0,0.871,0.638,0.0471,0.0178,99.956
Chile,4za7UzHuKvr84o8h9CxqV1,2 Hielos,61.0,0.844,0.63,0.0849,0.274,105.013
Colombia,44Gd0fsaqfM814xSWqgTe4,AP,9.0,0.514,0.607,0.238,0.125,87.915
Colombia,48UX3JH23V6syy4kAkGfhn,S.E.X.O,0.0,0.704,0.645,0.216,0.337,166.079
Costa Rica,53tfEupEzQRtVFOeZvk7xq,DESPECHÁ,81.0,0.914,0.622,0.146,0.0632,130.04
Costa Rica,5NxhMcHSVY3Z7ykWxZf3aj,En La De Ella,80.0,0.816,0.77,0.0798,0.118,96.99
Costa Rica,0UXlu64mDLvfzR8IXMz06J,Ya No Somos Ni Seremos,78.0,0.588,0.452,0.437,0.344,139.953
Costa Rica,40vzZFWG1h60TdZPuxuX3Y,Por el Resto de Tu Vida,77.0,0.781,0.662,0.355,0.161,91.999
Denmark,0QHEIqNKsMoOY5urbzN48u,Made You Look,89.0,0.838,0.525,0.345,0.0771,144.981
Denmark,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),81.0,0.712,0.463,0.011,0.301,131.199
Denmark,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
Denmark,4EKSw9Jzun2WFvjm2HU58X,Flyvende Faduma,61.0,0.686,0.779,0.0636,0.383,75.0
Denmark,3fe2pEkW24bNn4WCOt1b0s,Ozonlag A Energi (feat. Niels Brandt),58.0,0.672,0.684,0.0166,0.054,130.026
Denmark,3riJzTjTvRcuvUfG7q7x25,Solen Op,47.0,0.834,0.795,0.0057,0.142,122.973
Denmark,3lCI7M5mWqRCehrT7qiEI8,Spørgsmål (feat. Gilli & Lamin),22.0,0.639,0.64,0.0951,0.146,95.916
Denmark,4vmpWGyqItUCOwFlJLjyw1,Endnu En Krig (feat. Lasse Skriver),18.0,0.656,0.43,0.647,0.184,132.314
Denmark,2hWfh8N03w8gRnSMJZyuiO,Sig Det Igen,16.0,0.705,0.887,0.128,0.128,162.0
Denmark,287uPxWhUGvBwy5e9qi1jK,Renæssance (feat. Jimilian),15.0,0.498,0.552,0.516,0.117,171.582
Denmark,49Pz0LmwSxs0OEQm9NQzDt,"Jeg Hader Dig, Jeg Elsker Dig",14.0,0.515,0.539,0.368,0.113,170.056
Denmark,022JJHCzq3gBv39NpWxtOb,De Ensommes Gade,13.0,0.539,0.531,0.82,0.092,126.722
Denmark,6CXEE50UwavPX2ExFa26EY,I Dette Sekund,10.0,0.475,0.316,0.709,0.126,176.546
Denmark,6UMdjOGgEJE1khAnrGJk2k,Tro På Kærlighed,9.0,0.708,0.77,0.129,0.135,144.04
Ecuador,1ga4PztXOIw1yBbdUt2X8v,GATÚBELA,82.0,0.627,0.858,0.263,0.21,92.523
Ecuador,6odrHMSLjP3aOXC4ipKUC6,La Bebe,75.0,0.775,0.465,0.609,0.114,169.781
Ecuador,48UX3JH23V6syy4kAkGfhn,S.E.X.O,0.0,0.704,0.645,0.216,0.337,166.079
Estonia,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,90.0,0.704,0.797,0.0826,0.0546,139.994
Estonia,6UN73IYd0hZxLi8wFPMQij,Players,84.0,0.954,0.516,0.03,0.0504,105.001
Estonia,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,78.0,0.696,0.809,0.252,0.248,132.962
Estonia,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
Estonia,4VPJVybJu0AubUpcfLYr24,Donald Glover,4.0,0.671,0.838,0.151,0.328,109.994
Finland,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
Finland,0tNhrnTkLSMUkql3iTCgW4,Ylivoimainen,63.0,0.587,0.759,0.0417,0.274,164.02
Finland,1mHRqzrSR9MQaryDj6GibE,Sata vuotta,62.0,0.379,0.504,0.528,0.245,199.849
Finland,4LF4LXtyULKaS3skaAndBp,ORANSSI,57.0,0.741,0.502,0.124,0.122,146.043
Finland,6qverLcFcryBhJBgomIZjw,Tippa-T,55.0,0.771,0.658,0.0261,0.273,99.993
Finland,5IrehI7ObhFWGhWxGb65U1,Toista mua,52.0,0.708,0.669,0.00154,0.291,123.015
Finland,373gDROnujxNTFa1FojYIl,Lost,41.0,0.596,0.798,0.00412,0.338,105.01
Finland,0jz7L1HGCL81c6scYojIRI,kilsoi,26.0,0.856,0.623,0.0224,0.071,133.935
Finland,0jDvY7YKzncG41sg1clKs9,2:02,16.0,0.443,0.611,0.012,0.665,104.532
Finland,3ESZvpA3ETjDWXtzBpol3n,Lähtee käsistä,15.0,0.783,0.832,0.0913,0.143,128.021
Finland,3STatpBP2zJ1CTca7PRSKp,Viimeisiä sanoja,14.0,0.65,0.823,0.00517,0.0922,148.019
Finland,4RREa6oj9aMrzcQgkEnW9u,Kulta,13.0,0.73,0.447,0.457,0.0788,152.041
France,53tfEupEzQRtVFOeZvk7xq,DESPECHÁ,81.0,0.914,0.622,0.146,0.0632,130.04
France,6YWjskKykdPsBuiTBOg1VK,Δ. Dieu ne ment jamais,71.0,0.756,0.736,0.0597,0.0373,115.985
France,04M7hgJo8KgONKo4OL91jz,Quand tout s'enflamme,57.0,0.806,0.629,0.204,0.127,97.928
France,5klPZRehMLpiKUchPAzKyR,Un jour je marierai un ange,51.0,0.621,0.538,0.276,0.112,85.054
France,3ejjmzEsUfObGdmmQRVmM2,Qui sait ? (feat. ElGrandeToto),26.0,0.534,0.624,0.712,0.112,87.786
France,2OLDHbZNyVjslwlx7afzJq,Parti de rien (feat. Tayc),22.0,0.545,0.637,0.079,0.107,89.471
France,2OXCeVFF5vu0bk45poTCos,A qui la faute (feat. Niska),21.0,0.883,0.528,0.13,0.0929,135.017
Germany,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),81.0,0.712,0.463,0.011,0.301,131.199
Germany,7lkYdyKCN44Lc5saKwIGhP,Spät nach Haus,71.0,0.849,0.449,0.341,0.106,84.463
Germany,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
Germany,7AuMPJMHY3TYeZEZsEy0CF,mailbox (feat. Hava),52.0,0.753,0.65,0.369,0.171,125.121
Germany,6BQLSFiGjZ0rpPJ3HVkxin,KEIN PLATZ,46.0,0.687,0.549,0.705,0.0854,139.823
Germany,373gDROnujxNTFa1FojYIl,Lost,41.0,0.596,0.798,0.00412,0.338,105.01
Germany,473iuBry5Y4SSx9AGw9LLw,Sturkopf (mit ner Glock),34.0,0.777,0.683,0.234,0.371,137.199
Germany,4AdhQGPnOKrH0EJWXc2EEM,1995,33.0,0.755,0.682,0.483,0.221,86.966
Germany,3FRgRHgWULSa5qR6NWVnyJ,WRAITH,29.0,0.692,0.56,0.0411,0.196,108.943
Germany,07gGSxcPN5iEnszYgtx73S,Sie,28.0,0.679,0.751,0.0308,0.0665,97.982
Germany,6m07skx9DWbciQr2UwnmHS,GLAS VOLL (feat. Haftbefehl),27.0,0.682,0.562,0.0523,0.109,85.006
Germany,0eawqqWr7RvuJZRiKHUd3R,Blocckind (feat. VOLO & Hanybal),26.0,0.906,0.741,0.0226,0.0804,100.038
Germany,3We7PGdp5KgeVSZZbcD9T0,Alte Zeit,25.0,0.663,0.543,0.228,0.134,92.023
Germany,4XrPJ8XNqj07GKvEUPNVe3,Narben (feat. vito),24.0,0.772,0.704,0.125,0.144,91.953
Germany,28eI53WyFJVjjQwSnWTh9K,Broker,23.0,0.769,0.637,0.386,0.111,160.01
Global,59uQI0PADDKeE6UZDTJEe8,Last Night,81.0,0.517,0.675,0.459,0.151,203.853
Global,3Zyk5Vd9WNPNVWxvb0EZTk,X SI VOLVEMOS,80.0,0.793,0.78,0.341,0.111,178.046
Global,4WiQA1AGWHFvaxBU6bHghs,PUNTO G,79.0,0.751,0.761,0.251,0.0991,92.032
Global,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
Global,373gDROnujxNTFa1FojYIl,Lost,41.0,0.596,0.798,0.00412,0.338,105.01
Global,0mHC3BK9vFGoEU0EcGPWRZ,CENERE,25.0,0.652,0.628,0.305,0.221,119.856
Greece,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
Greece,45YWebKLhmd2q2dXPPhvrI,NAPOLI,66.0,0.468,0.71,0.236,0.107,97.963
Greece,249Ccx4Udp9bMug0T505Vx,Tik Tak,65.0,0.709,0.834,0.198,0.185,95.016
Greece,0v4BTk3Vlhmfduww4WFOwA,ADRENALINA,59.0,0.643,0.826,0.031,0.199,117.871
Greece,6XK6R1ir3k0iPkwGbmVIEV,Crystal,58.0,0.706,0.716,0.221,0.157,100.025
Greece,5PQ9WamrmmWxnftASffcu9,OXI,57.0,0.765,0.774,0.0709,0.144,129.992
Greece,7ATav6YyDdbHnEJ4ALXjpj,Tutorial,46.0,0.738,0.6,0.407,0.156,130.009
Greece,2u3kkvRqcYi56BNXEX6hri,Drive By,30.0,0.832,0.78,0.0582,0.171,100.01
Guatemala,5kpxVMDvYGRmNqawPqDTYR,JGL,81.0,0.702,0.586,0.55,0.27,112.852
Guatemala,48UX3JH23V6syy4kAkGfhn,S.E.X.O,0.0,0.704,0.645,0.216,0.337,166.079
Hong Kong,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),81.0,0.712,0.463,0.011,0.301,131.199
Hong Kong,1eId3TVzGrwv73YAWAVQMX,你瞞我瞞,56.0,0.65,0.425,0.834,0.12,75.988
Hong Kong,0Rhz56u8K6hjzxNCGkJjhi,盲婚啞嫁,55.0,0.566,0.418,0.425,0.14,153.94
Hong Kong,07hNtsHI2yS6a4sblgPyp0,笑住喊,52.0,0.656,0.643,0.106,0.0981,136.959
Hong Kong,4co81zh3xm4y6ZcyLj4eTz,及時行樂,50.0,0.463,0.57,0.233,0.133,143.989
Hungary,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),81.0,0.712,0.463,0.011,0.301,131.199
Hungary,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
Hungary,1tAyEL10PQDcIvEL2o75wt,figyelj,53.0,0.683,0.683,0.124,0.159,110.933
Hungary,3q8b8Rn1UB0bG9QG2yBgIQ,Costa Rica,52.0,0.915,0.484,0.16,0.0892,122.013
Hungary,6QsetQd65b8nsSBfPPSHvu,Legenda,51.0,0.712,0.636,0.15,0.0983,100.018
Hungary,4JcDCN9MbUoLq1pmVV92su,21,49.0,0.771,0.568,0.158,0.129,98.971
Hungary,0CyPMRxLuoteZTXuILKB1K,Balenciaga,46.0,0.817,0.751,0.0541,0.126,88.964
Hungary,2lF99ylSPEk3yIkzudtwWQ,Zombi,44.0,0.694,0.661,0.154,0.149,163.078
Hungary,373gDROnujxNTFa1FojYIl,Lost,41.0,0.596,0.798,0.00412,0.338,105.01
Iceland,4sx6NRwL6Ol3V6m9exwGlQ,Love Again,85.0,0.662,0.398,0.716,0.111,107.001
Iceland,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),81.0,0.712,0.463,0.011,0.301,131.199
Iceland,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
Iceland,0RT86wBrufYQZSdN852Wjn,Ljós,42.0,0.742,0.0915,0.89,0.0926,146.165
Iceland,3LP5YM7IMwmffWXPE1VBf1,Sólskin,40.0,0.747,0.149,0.92,0.105,85.049
Iceland,6xsUlQIjfduRdQt88yekZ5,Þú ert,39.0,0.581,0.19,0.828,0.151,78.347
Iceland,1jCSG0fDPtaMCkFLo1KJnb,Í larí lei,32.0,0.8,0.91,0.0243,0.0437,139.985
India,5IgjP7X4th6nMNDh4akUHb,Under The Influence,88.0,0.733,0.69,0.0635,0.105,116.992
India,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),81.0,0.712,0.463,0.011,0.301,131.199
India,2AilvPt1AQ8PixlCKqkjfj,Elevated,74.0,0.828,0.533,0.214,0.307,93.021
India,6rFckZb1cuJYzsZiGHgqks,52 Bars,69.0,0.449,0.779,0.000898,0.389,115.231
India,74X9AEKHrrxlWpK1XQRAc8,Tum Chhupa Na Sakogi - Unplugged,66.0,0.471,0.229,0.88,0.257,80.99
India,7E0A86Yhc0ZyOl6aAPE5wN,"Main Khiladi - From ""Selfiee""",64.0,0.766,0.875,0.0799,0.124,131.015
India,0MbOLfDcGk8ROHJYXJHu5c,Players,40.0,0.833,0.678,0.464,0.107,109.969
Indonesia,6Iq3sgLVrqqZfRitLaeHkn,Sisa Rasa,63.0,0.488,0.405,0.503,0.108,122.049
Indonesia,6raMBnVBIvvUngMLyDdzyP,Rumah Singgah,60.0,0.46,0.228,0.719,0.107,78.115
Ireland,3i0FkJYlU4MFfYkjFHXXAM,I'm Not Here To Make Friends,82.0,0.698,0.895,0.172,0.409,114.914
Ireland,6HMtHNpW6YPi1hrw9tgF8P,About Damn Time,76.0,0.836,0.743,0.0974,0.335,108.965
Ireland,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
Ireland,3qXsX3mYSsD1DmAvc3PE3N,Love You Anyway,36.0,0.532,0.489,0.149,0.237,139.807
Israel,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),81.0,0.712,0.463,0.011,0.301,131.199
Israel,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
Israel,3xtK7rFrJvL5hrBu4vFgf7,ראשון בבוקר,51.0,0.828,0.837,0.0918,0.133,120.002
Israel,3yyHRwblo5kk0fH9pfMP6M,ביחד,47.0,0.565,0.59,0.402,0.265,108.111
Israel,6uCZdJ3p3hrfi6mRKVtt7k,תראי אהובתי,30.0,0.38,0.636,0.271,0.186,86.835
Israel,6EUHRgL59SPenygocr5G9j,כלום,28.0,0.683,0.525,0.274,0.159,169.927
Italy,2E32Pv8w20r6ZH4oFecxOf,X CASO (feat. Sfera Ebbasta),74.0,0.781,0.464,0.334,0.138,100.021
Italy,5x9LonDyHxGUO2VzfHJHLE,COME VUOI,70.0,0.756,0.631,0.13,0.0649,130.052
Italy,3slQ550jA1udn2keXTvu1U,Alba,65.0,0.349,0.604,0.358,0.118,156.117
Italy,5coGRpcrHdoLBuTLAeKGxu,MARE DI GUAI,64.0,0.578,0.576,0.194,0.186,131.988
Italy,7EZcLhi3EhKMb408cHOQOU,Splash,62.0,0.635,0.695,0.0291,0.0834,140.027
Italy,3WbpTinnlotDTs3uXwVrP7,Terzo Cuore,60.0,0.63,0.705,0.0783,0.0543,102.064
Italy,4UWIMVtvcoZz7TeQa95iMW,Quando Ti Manca Il Fiato,59.0,0.302,0.756,0.12,0.126,81.529
Italy,4TF2IPm9ZNs4xowapURvKv,TOXIC,58.0,0.689,0.883,0.0522,0.0665,89.99
Italy,2jeeJUdskWxxB8ivvTk0Z5,Sali (Canto dell'anima),57.0,0.487,0.684,0.512,0.137,115.76
Italy,32XKm4CJzVNRUCzkhQoX13,Se poi domani,56.0,0.359,0.466,0.153,0.111,200.629
Italy,6bJxP5gopwdVifrLIu17ox,Lasciami,54.0,0.426,0.491,0.0259,0.258,136.017
Italy,1tLF8UaFMkT28AUCOO2ccd,Egoista,53.0,0.68,0.606,0.232,0.681,119.91
Italy,0mHC3BK9vFGoEU0EcGPWRZ,CENERE,25.0,0.652,0.628,0.305,0.221,119.856
Italy,74cyFjvgjyiFiQ3QxszFWq,TANGO,22.0,0.33,0.668,0.232,0.157,127.228
Italy,1Zr8LezOCv9IKPm9cwN27F,Due,10.0,0.705,0.752,0.131,0.0422,90.995
Italy,1ljUmvbhAkmbonOIw2ycqM,Lettera 22,3.0,0.584,0.585,0.0118,0.0799,105.011
Italy,13dP6ARCbC6jB8y6eCCCSD,Stupido,2.0,0.749,0.688,0.536,0.113,135.971
Italy,4JMUDnSDAeMQ2a3BwbxsxC,Polvere,1.0,0.586,0.788,0.114,0.112,147.903
Italy,2Iu0yOaTZngkVbWGz65TeK,MOSTRO,0.0,0.718,0.581,0.194,0.114,114.896
Japan,51oc6MEsXTpnPn6GOw5VuP,きらり,69.0,0.746,0.764,0.00803,0.357,116.982
Latvia,4sx6NRwL6Ol3V6m9exwGlQ,Love Again,85.0,0.662,0.398,0.716,0.111,107.001
Latvia,7DbdUf8aHSYoliSjO6LZv6,"Sex, Drugs, Etc.",84.0,0.572,0.839,0.013,0.522,143.969
Latvia,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,78.0,0.696,0.809,0.252,0.248,132.962
Latvia,4lLmG1fatRUgnRz0Ol0WUi,Why I Love You,67.0,0.48,0.808,0.0259,0.269,123.387
Latvia,373gDROnujxNTFa1FojYIl,Lost,41.0,0.596,0.798,0.00412,0.338,105.01
Latvia,21rYCEejlfM0LYRlfzxGeM,Call Me What You Like,39.0,0.517,0.891,0.00905,0.0654,152.007
Lithuania,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),81.0,0.712,0.463,0.011,0.301,131.199
Lithuania,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,78.0,0.696,0.809,0.252,0.248,132.962
Lithuania,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
Lithuania,3TiVl5igD6Z5Pw6R5sp8YV,Ghosts Again,53.0,0.589,0.748,0.000438,0.16,115.01
Lithuania,6daToaVPOx55J5gGLgy7B0,Dėl Tavęs,49.0,0.805,0.601,0.475,0.139,106.022
Lithuania,373gDROnujxNTFa1FojYIl,Lost,41.0,0.596,0.798,0.00412,0.338,105.01
Luxembourg,0QHEIqNKsMoOY5urbzN48u,Made You Look,89.0,0.838,0.525,0.345,0.0771,144.981
Luxembourg,5IgjP7X4th6nMNDh4akUHb,Under The Influence,88.0,0.733,0.69,0.0635,0.105,116.992
Luxembourg,26b3oVLrRUaaybJulow9kz,People,84.0,0.573,0.422,0.551,0.102,124.357
Luxembourg,53tfEupEzQRtVFOeZvk7xq,DESPECHÁ,81.0,0.914,0.622,0.146,0.0632,130.04
Luxembourg,7oQepKHmXDaPC3rgeLRvQu,Komet,80.0,0.55,0.5,0.285,0.116,115.016
Luxembourg,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,78.0,0.696,0.809,0.252,0.248,132.962
Luxembourg,7exHT4swWOKL5addPeqkLP,THE LONELIEST,70.0,0.525,0.599,0.00151,0.0762,129.841
Luxembourg,2nD4X3sHH2kZ1gWraTpe7u,TOUTE LA JOURNÉE (feat. Tiakola),68.0,0.791,0.527,0.457,0.118,140.098
Luxembourg,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
Luxembourg,373gDROnujxNTFa1FojYIl,Lost,41.0,0.596,0.798,0.00412,0.338,105.01
Luxembourg,12Us8e6NFesdkXKf4StU1I,Me & You,38.0,0.603,0.667,0.0861,0.0745,141.561
Luxembourg,473iuBry5Y4SSx9AGw9LLw,Sturkopf (mit ner Glock),34.0,0.777,0.683,0.234,0.371,137.199
Luxembourg,4AdhQGPnOKrH0EJWXc2EEM,1995,33.0,0.755,0.682,0.483,0.221,86.966
Malaysia,0QHEIqNKsMoOY5urbzN48u,Made You Look,89.0,0.838,0.525,0.345,0.0771,144.981
Malaysia,50x1Ic8CaXkYNvjmxe3WXy,Those Eyes,80.0,0.593,0.352,0.695,0.3,119.988
Malaysia,6dXiWwFrcGieqnoLYzPNp5,Sial,72.0,0.563,0.431,0.89,0.123,120.014
Malaysia,6Iq3sgLVrqqZfRitLaeHkn,Sisa Rasa,63.0,0.488,0.405,0.503,0.108,122.049
Malaysia,6raMBnVBIvvUngMLyDdzyP,Rumah Singgah,60.0,0.46,0.228,0.719,0.107,78.115
Malaysia,6u2B9FZFAEFKEQhSWhKg4z,Inilah JalanNya,53.0,0.587,0.648,0.0608,0.204,98.031
Malaysia,2CJvBRL5ZevYir3mbFdcm6,Langit Yang Sama,28.0,0.626,0.394,0.807,0.149,131.914
Mexico,3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,87.0,0.647,0.686,0.08,0.528,79.928
Mexico,40vzZFWG1h60TdZPuxuX3Y,Por el Resto de Tu Vida,77.0,0.781,0.662,0.355,0.161,91.999
Mexico,6odrHMSLjP3aOXC4ipKUC6,La Bebe,75.0,0.775,0.465,0.609,0.114,169.781
Mexico,3kf0WdFOalKWBkCCLJo4mA,El Gordo Trae El Mando,71.0,0.736,0.8,0.179,0.0498,140.253
Mexico,0kzN7YAMSbmlHOvxlbQW9y,Di Que Si,0.0,0.57,0.589,0.0753,0.0582,182.318
Morocco,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
Morocco,7MahBaXzhvYCL7w9wXF4Wx,CHICHI,52.0,0.887,0.636,0.0511,0.0689,135.098
Morocco,6AbdVUwJ7z0xqjZh9HQ9vV,ØKHØWA Pt. 2,44.0,0.905,0.534,0.00621,0.0795,123.003
Morocco,4rpUK9h7OZYdelY1QUYjjR,Welcome to Morocco - Official Song of the FIFA Club World Cup 2022,41.0,0.698,0.872,0.413,0.231,115.019
Morocco,5ovEmtHmbmWmmN1jeoJAyP,SME3NI,40.0,0.655,0.396,0.72,0.213,144.613
Morocco,3ejjmzEsUfObGdmmQRVmM2,Qui sait ? (feat. ElGrandeToto),26.0,0.534,0.624,0.712,0.112,87.786
Netherlands,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),81.0,0.712,0.463,0.011,0.301,131.199
Netherlands,5tiTVSryX1Hu09cPsNvaIR,Slapeloosheid,68.0,0.534,0.752,0.0381,0.213,167.963
Netherlands,5qeKjCFlvCwPlUK3zeBZfD,Bushokje,66.0,0.868,0.537,0.162,0.145,96.043
Netherlands,4mgYtnnm01NgTKLlMpF10h,Baddie,60.0,0.869,0.699,0.168,0.147,99.94
Netherlands,11sTBZXqq6nKIFHFRDBKnu,Loro Piana,56.0,0.92,0.648,0.0626,0.13,125.042
Netherlands,17iAh2zKuYtwOSTFvQIYY0,Herinnering,41.0,0.864,0.579,0.303,0.121,123.904
Netherlands,443rDqZIaqvZzJ1DgdJNgr,Der Af (Oya Lélé),32.0,0.774,0.579,0.0406,0.101,134.979
Netherlands,4o943cZWj08kb6qSc4UpCt,ZIDANE,27.0,0.542,0.778,0.522,0.0532,141.94
Netherlands,4TT0EXjO9vF3rsYY9fcrV8,Ride Or Die 2,26.0,0.596,0.493,0.476,0.368,87.291
Netherlands,4VIehrP2qQjaH2vDyp4G0v,New Balance,24.0,0.769,0.648,0.0297,0.114,146.013
New Zealand,3zkyus0njMCL6phZmNNEeN,LET GO,89.0,0.735,0.449,0.859,0.213,146.016
New Zealand,68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,85.0,0.69,0.521,0.324,0.0534,100.028
New Zealand,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),81.0,0.712,0.463,0.011,0.301,131.199
New Zealand,567e29TDzLwZwfDuEpGTwo,STAY (with Justin Bieber),79.0,0.591,0.764,0.0383,0.103,169.928
New Zealand,4FWbsd91QSvgr1dSWwW51e,TRUSTFALL,78.0,0.636,0.888,0.00162,0.147,122.032
New Zealand,6PCUP3dWmTjcTtXY02oFdT,Castle on the Hill,75.0,0.461,0.834,0.0232,0.14,135.007
New Zealand,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
New Zealand,6fxVffaTuwjgEk5h9QyRjy,Photograph,63.0,0.614,0.379,0.607,0.0986,107.989
New Zealand,1Slwb6dOYkBlWal1PGtnNg,Thinking out Loud,61.0,0.781,0.445,0.474,0.184,78.998
Nicaragua,6G12ZafqofSq7YtrMqUm76,Monotonía,87.0,0.873,0.695,0.419,0.211,131.963
Nicaragua,4H6o1bxKRGzmsE0vzo968m,Qué Agonía,77.0,0.732,0.573,0.56,0.0543,97.502
Norway,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,0.684,0.607,0.0267,0.191,81.001
Norway,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),81.0,0.712,0.463,0.011,0.301,131.199
Norway,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,78.0,0.696,0.809,0.252,0.248,132.962
Norway,36KK75jbIyYOAyqoB8W064,Honestly,58.0,0.419,0.475,0.0115,0.0653,160.998
Norway,4f3SD5C93R8QXPNmAip2PR,Dans,57.0,0.689,0.934,0.236,0.131,118.001
Norway,1J6GFv4CtXFuG0Ip7e0OZt,For vår jord,52.0,0.375,0.172,0.679,0.113,141.43
Norway,0rc1HCVoReqzzXF9jssqZk,Special (feat. SZA),51.0,0.464,0.724,0.0188,0.679,82.526
Norway,4Md2DqRJUozRDBnEdDLdz9,Leve,50.0,0.68,0.605,0.399,0.255,120.029
Norway,6maTPqynTmrkWIralgGaoP,If We Ever Broke Up,32.0,0.898,0.732,0.621,0.0908,115.955
Panama,53tfEupEzQRtVFOeZvk7xq,DESPECHÁ,81.0,0.914,0.622,0.146,0.0632,130.04
Panama,0Sfn2TYbpQtCGMBf6C0Y6T,PLAYA DEL INGLÉS,77.0,0.793,0.736,0.0822,0.109,112.993
Panama,5q86iSKkBtOoNkdgEDY5WV,VISTA AL MAR,76.0,0.759,0.561,0.803,0.101,104.915
Panama,2KQj2OQo0UcJ2uFAe5LG47,Tu Loco,49.0,0.572,0.65,0.571,0.0983,100.399
Panama,4iRHjxLojZsyclcODm5NOv,Casaya,48.0,0.751,0.617,0.402,0.0973,99.896
Panama,7JHUlJCUhUvMLNGsrDf4K1,Mojaita,37.0,0.731,0.48,0.651,0.113,126.795
Panama,48UX3JH23V6syy4kAkGfhn,S.E.X.O,0.0,0.704,0.645,0.216,0.337,166.079
Peru,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),81.0,0.712,0.463,0.011,0.301,131.199
Peru,0Sfn2TYbpQtCGMBf6C0Y6T,PLAYA DEL INGLÉS,77.0,0.793,0.736,0.0822,0.109,112.993
Philippines,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,0.684,0.607,0.0267,0.191,81.001
Philippines,3rWDp9tBPQR9z6U5YyRSK4,Midnight Rain,82.0,0.643,0.363,0.69,0.115,139.865
Philippines,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),81.0,0.712,0.463,0.011,0.301,131.199
Philippines,1oYQtNQUxSODedcc5hPmp9,Muli,69.0,0.482,0.881,0.0128,0.103,144.02
Philippines,1AuxZd50Dpaz0cCWphYryh,panaginip,66.0,0.379,0.354,0.194,0.0552,129.299
Portugal,4ASA1PZyWGbuc4d9N8OAcF,Eu Gosto Assim - Ao Vivo,83.0,0.636,0.909,0.149,0.719,154.189
Portugal,5WGTBzRLbjj0Sm3Br8X1rI,Bandido Não Dança,74.0,0.585,0.465,0.326,0.0714,85.672
Portugal,4bT4Gbs7FA4cLyZeKtlGVO,Facilita Aí,71.0,0.781,0.845,0.32,0.0391,130.02
Portugal,5mHdCZtVyb4DcJw8799hZp,Escapism.,67.0,0.538,0.742,0.138,0.0934,96.107
Portugal,22sAwsBH0NoNJXnrBenQuO,Sem Aliança no Dedo,60.0,0.532,0.355,0.732,0.105,82.713
Portugal,5KX1zLcBZ5bv8iA1odyonT,Where U @,53.0,0.874,0.545,0.472,0.2,103.001
