country,track.id,track name,popularity,date
Denmark,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28
Denmark,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28
Denmark,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,91.0,2023-02-28
Denmark,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28
Denmark,3zkyus0njMCL6phZmNNEeN,LET GO,88.0,2023-02-28
Denmark,26b3oVLrRUaaybJulow9kz,People,86.0,2023-02-28
Denmark,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28
Denmark,1yHVHoz6Ny29gbbWJYVnFt,Heaven,80.0,2023-02-28
Denmark,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28
Denmark,1aOl53hkZGHkl2Snhr7opL,How Do I Say Goodbye,74.0,2023-02-28
Denmark,0twnZu2JhBywPQBOX92gSl,For Altid,62.0,2023-02-28
Denmark,3i0kzCSbAY2kDX2xiJdRLE,Elo Elo,61.0,2023-02-28
Denmark,12YCYHtGcwm9kbSmbcWB4f,Længe Leve,60.0,2023-02-28
Denmark,7tleRLLNqW5yH7846TguuZ,Ferrari - D1MA Remix,59.0,2023-02-28
Denmark,0eTCdGJVebRb5e6PXR73D9,Ensom,58.0,2023-02-28
Denmark,4TduZWpCeQP1YKrrqzPbw4,Paid,57.0,2023-02-28
Denmark,0OHnyBb5ybSWlNpGrCvDLa,Frie Fugle (feat. Hjalmer),56.0,2023-02-28
Denmark,3LlqJkcXMBIAE5X1uUiZUN,Under Din Sne,55.0,2023-02-28
Denmark,4kvTPJZYo4qkxtEfTURoxY,RTW,50.0,2023-02-28
Denmark,43gebe9VUqbC0hEu92HpzZ,Mr. Lummer (feat. Stewart Stardust),47.0,2023-02-28
Denmark,21QuUYO759V0ZSUrd2WGsO,Hey Far,40.0,2023-02-28
Denmark,2FsJvP6UAPk4Hz2WgHaT4A,Danser Kun For Dig,39.0,2023-02-28
Ecuador,0yLdNVWF3Srea0uzk55zFn,Flowers,100.0,2023-02-28
Ecuador,4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",96.0,2023-02-28
Ecuador,5ww2BF9slyYgNOk37BlC4u,La Bachata,92.0,2023-02-28
Ecuador,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",91.0,2023-02-28
Ecuador,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,89.0,2023-02-28
Ecuador,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,88.0,2023-02-28
Ecuador,3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,87.0,2023-02-28
Ecuador,6G12ZafqofSq7YtrMqUm76,Monotonía,86.0,2023-02-28
Ecuador,0NO2zL0kw8sGGnaMvHKAZF,Marisola - Remix,85.0,2023-02-28
Ecuador,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,84.0,2023-02-28
Ecuador,1O2pcBJGej0pmH2Y9XZMs6,Una Noche en Medellín,82.0,2023-02-28
Ecuador,53tfEupEzQRtVFOeZvk7xq,DESPECHÁ,81.0,2023-02-28
Ecuador,6VrQTLzzuyGIYjUDe4kAZk,Un Coco,80.0,2023-02-28
Ecuador,6mmPpaltUZK7xjNlBPQQ0p,Desesperados,79.0,2023-02-28
Ecuador,5q86iSKkBtOoNkdgEDY5WV,VISTA AL MAR,78.0,2023-02-28
Ecuador,3KZCP2StVGdWkOKyRZNWA4,Es un Secreto,77.0,2023-02-28
Ecuador,7FlQk2gJ6TBrHHiidvdR2O,MAMIII,76.0,2023-02-28
Ecuador,7MVIfkyzuUmQ716j8U7yGR,Rara Vez,75.0,2023-02-28
Ecuador,38UYeBLfvpnDSG9GznZdnL,Tormenta (feat. Bad Bunny),74.0,2023-02-28
Ecuador,6otePxalBK8AVa20xhZYVQ,MIENTRAS ME CURO DEL CORA,72.0,2023-02-28
Ecuador,3gOI5aQD4mOMLsP3aWrkon,TUS GAFITAS,71.0,2023-02-28
Ecuador,1dw7qShk971xMD6r6mA4VN,PERO TÚ,70.0,2023-02-28
Ecuador,7eTv2OTr3aY5iKtFdBusoA,BESTIES,69.0,2023-02-28
Ecuador,4bycD60yZgR6anIBtmU8UH,MAÑANA SERÁ BONITO,68.0,2023-02-28
Ecuador,6Vn1vje8yMw2OY6IOk9dkH,GATÚBELA,65.0,2023-02-28
Ecuador,3HqcNJdZ2seoGxhn0wVNDK,PROVENZA,64.0,2023-02-28
Estonia,0yLdNVWF3Srea0uzk55zFn,Flowers,100.0,2023-02-28
Estonia,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28
Estonia,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28
Estonia,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28
Estonia,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,89.0,2023-02-28
Estonia,6BePGk3eCan4FqaW2X8Qy3,10:35,88.0,2023-02-28
Estonia,2ksyzVfU0WJoBpu8otr4pz,METAMORPHOSIS,86.0,2023-02-28
Estonia,6qyS9qBy0mEk3qYaH8mPss,Murder In My Mind,85.0,2023-02-28
Estonia,5TXDeTFVRVY7Cvt0Dw4vWW,Revenge,84.0,2023-02-28
Estonia,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),83.0,2023-02-28
Estonia,6Ox1rvlwEpB49drasQm6RF,Star Shopping,82.0,2023-02-28
Estonia,6b37xrsNCWYIUphFBazqD6,Me Gustas Tu,81.0,2023-02-28
Estonia,1yHVHoz6Ny29gbbWJYVnFt,Heaven,80.0,2023-02-28
Estonia,559SdaPI7mqy9IQiscuaMj,Sure Thing - Sped Up,79.0,2023-02-28
Estonia,474uVhyGgK5MtY9gMcDgGl,It's Called: Freefall,78.0,2023-02-28
Estonia,5RobAV5ROH5KARimi7n3cO,messy in heaven,76.0,2023-02-28
Estonia,1LIvdWNdKmHvU0FJvw2diN,Big City Life,72.0,2023-02-28
Estonia,5FkJHVudUByVjanCqFXRql,After Dark,71.0,2023-02-28
Estonia,7qPiAhk71D2RqLRtnjDL76,No morë talk,68.0,2023-02-28
Estonia,3HqGDrSOZ6LbBfX5EsiaAj,Split,67.0,2023-02-28
Estonia,6yTy7zuNnUglg5EIlD5vX4,How it go,66.0,2023-02-28
Estonia,00zk0uua6s2ifh0Nc3ppfW,Nun id change,65.0,2023-02-28
Estonia,3Oww84xrmgjyr5J1ilOmAf,Down Under (feat. Colin Hay),61.0,2023-02-28
Estonia,7jtQIBanIiJOMS6RyCx6jZ,Another Love,60.0,2023-02-28
Estonia,3pvzk44kwy8u46wtglCKzd,Bridges,50.0,2023-02-28
Estonia,1k2SmfxevBCq4Gti0LhDfT,Venom,46.0,2023-02-28
Estonia,63YH4W1jfTXbuS9LNSCTXB,KUHU KADUS STEN?,44.0,2023-02-28
Estonia,6YS0bPEionrniTERIcCXP7,Monsters,43.0,2023-02-28
Estonia,45GJmcFYh1hxHxwdg5KBQm,Silmad pärani kinni,41.0,2023-02-28
Estonia,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28
Estonia,7IK25tcCFFqkU08EbTRxsc,Kiri külmkapi peal,36.0,2023-02-28
Finland,0yLdNVWF3Srea0uzk55zFn,Flowers,100.0,2023-02-28
Finland,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28
Finland,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28
Finland,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,91.0,2023-02-28
Finland,561jH07mF1jHuk7KlaeF0s,Mockingbird,89.0,2023-02-28
Finland,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28
Finland,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28
Finland,0tNhrnTkLSMUkql3iTCgW4,Ylivoimainen,64.0,2023-02-28
Finland,12zIIWVV5guPmsV7yQGsOM,Vastustamaton,62.0,2023-02-28
Finland,4f1IC0mWzqRcYtsALav0kJ,Ei vitus (feat. Korelon),61.0,2023-02-28
Finland,0jz7L1HGCL81c6scYojIRI,kilsoi,60.0,2023-02-28
Finland,4EXBxZeqKIayJa65KtAwZw,Ihana kipu,59.0,2023-02-28
Finland,59EjpBgEOq3kr53cNLAcF2,Äärirajoille II,58.0,2023-02-28
Finland,3dMSUouXkSMQRxrn5tQFB6,Sun takii,57.0,2023-02-28
Finland,4LF4LXtyULKaS3skaAndBp,ORANSSI,56.0,2023-02-28
Finland,1RCQAeceDgtbD7WVLWr05S,Reiviluola,55.0,2023-02-28
Finland,3ESZvpA3ETjDWXtzBpol3n,Lähtee käsistä,54.0,2023-02-28
Finland,6hyJhnQGx5vfiCW2RE09oT,Miks pitää itkeä (feat. Aali),53.0,2023-02-28
Finland,0WzmYcHhfkchwvZagvItxK,Amatimies,52.0,2023-02-28
Finland,60EXSCcZL24IZikBt4256W,Oo vielä sekunnin mun,51.0,2023-02-28
Finland,6ksgxvW9Go5ijU329Ek1tv,Kaikkee sitä kuulee,49.0,2023-02-28
Finland,2q4XiGEHnERJ428M3LyMQA,shoppaa,48.0,2023-02-28
Finland,1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,45.0,2023-02-28
Finland,4aghYHMXgedILJ6FaotR9O,LOL,44.0,2023-02-28
Finland,1v4jBEOmyYluJSBk6WUELN,Välikuolema,43.0,2023-02-28
France,0yLdNVWF3Srea0uzk55zFn,Flowers,100.0,2023-02-28
France,4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",96.0,2023-02-28
France,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28
France,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28
France,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28
France,1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,88.0,2023-02-28
France,38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),85.0,2023-02-28
France,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),83.0,2023-02-28
France,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28
France,53tfEupEzQRtVFOeZvk7xq,DESPECHÁ,81.0,2023-02-28
France,5UPpgOKi0UQMMMSzWWgJJe,AMBER,76.0,2023-02-28
France,3D29kjUyWxsT3jUUTtARVQ,DIE,75.0,2023-02-28
France,2nD4X3sHH2kZ1gWraTpe7u,TOUTE LA JOURNÉE (feat. Tiakola),73.0,2023-02-28
France,3NzxPt9QFCTsFBQ0wPVTDe,Galactic,72.0,2023-02-28
France,6YWjskKykdPsBuiTBOg1VK,Δ. Dieu ne ment jamais,71.0,2023-02-28
France,0Jh6iWjna1wk5le0Ahn7No,La vie qu'on mène,70.0,2023-02-28
France,0EzNyXyU7gHzj2TN8qYThj,Bolide allemand,69.0,2023-02-28
France,1NwjfTd5fsvRFtYGERuKzA,Des milliers de je t'aime,68.0,2023-02-28
France,0uSjZhPKuYBcObeetfVlpn,Solitaire,67.0,2023-02-28
France,3ejjmzEsUfObGdmmQRVmM2,Qui sait ? (feat. ElGrandeToto),66.0,2023-02-28
France,48doyYB1i3Yyv3B13R1rZ3,Introduction,65.0,2023-02-28
France,7A2DyRIqqelhZ4caPJMaFI,Urus,64.0,2023-02-28
France,57JhjU33uXlZtmr2Dsk8TX,3 singes,60.0,2023-02-28
France,5klPZRehMLpiKUchPAzKyR,Un jour je marierai un ange,57.0,2023-02-28
France,0rogG0xr0c3Fdxdm0co3aK,10.03.2023,54.0,2023-02-28
France,614cHCtjG7HysNKriC0zFb,Chrome,53.0,2023-02-28
France,2MQuAyJthNIHzSLNGR3WMm,Même pas un grincement,51.0,2023-02-28
France,1roybe6TpPG0elVCDUhPdg,Maybach,42.0,2023-02-28
France,6pIciAIov7TP5Zj4PTN9rc,Tiki Taka,34.0,2023-02-28
France,6zJejIfVYLgjud3lTk4DLB,SNAP,25.0,2023-02-28
Germany,0yLdNVWF3Srea0uzk55zFn,Flowers,100.0,2023-02-28
Germany,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28
Germany,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28
Germany,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28
Germany,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28
Germany,6UN73IYd0hZxLi8wFPMQij,Players,88.0,2023-02-28
Germany,3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),83.0,2023-02-28
Germany,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28
Germany,7oQepKHmXDaPC3rgeLRvQu,Komet,81.0,2023-02-28
Germany,5YdnOm5990Kfq1Jodws98B,Call It Love,80.0,2023-02-28
Germany,4tRhRLBxIZ34Iw0eCuiC03,Miss You,78.0,2023-02-28
Germany,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28
Germany,4YxZQd3I4rj1nqkXgvpCk4,Zukunft Pink (feat. Inéz),75.0,2023-02-28
Germany,6nYJWAPKIJfXIKtiYc4P4O,Big Jet Plane,74.0,2023-02-28
Germany,7jYwZOptDPesQgzj7vhsEF,ONLY 4 LIFE - Remix,72.0,2023-02-28
Germany,4HkRGYJYn1Y99uXpqTyOI6,Au Revoir,71.0,2023-02-28
Germany,4AdhQGPnOKrH0EJWXc2EEM,1995,70.0,2023-02-28
Germany,6hw1Sy9wZ8UCxYGdpKrU6M,Roller,69.0,2023-02-28
Germany,1kKvfCmzXzRcfszwQrXFPM,Bei Nacht,66.0,2023-02-28
Germany,5VW0tcO5dVmLUhWiQh028D,WIEDER DA,65.0,2023-02-28
Germany,2mVrSw1sSk3v8GanOZj9wF,Ich Liebe Dich,64.0,2023-02-28
Germany,7AuMPJMHY3TYeZEZsEy0CF,mailbox (feat. Hava),60.0,2023-02-28
Germany,7gC8OO5ORfuqX4OrE9EQtE,25 Mann,58.0,2023-02-28
Germany,1jZMXi8olaFtO8Iwz6kj5K,#11,57.0,2023-02-28
Germany,3Xmup3IXYvdgjXz8zgoRlB,Netflix & Chill,56.0,2023-02-28
Germany,7AyE8MRf4dIK75mqqpks9S,Mangos mit Chili,50.0,2023-02-28
Germany,2hFOXN8Eq2gXIGGMIdHdWJ,Party Sahne,48.0,2023-02-28
Germany,2toCf2FDbTIdWriPI6kcsY,Ich hass dich,47.0,2023-02-28
Global,0yLdNVWF3Srea0uzk55zFn,Flowers,100.0,2023-02-28
Global,4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",96.0,2023-02-28
Global,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28
Global,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28
Global,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",91.0,2023-02-28
Global,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28
Global,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,89.0,2023-02-28
Global,5IgjP7X4th6nMNDh4akUHb,Under The Influence,88.0,2023-02-28
Global,6Um358vY92UBv5DloTRX9L,Que Vuelvas,87.0,2023-02-28
Global,59uQI0PADDKeE6UZDTJEe8,Last Night,86.0,2023-02-28
Global,1DxEbt6OSbrkRthk6pjZue,MERCHO,85.0,2023-02-28
Global,4FAKtPVycI4DxoOHC01YqD,Yandel 150,84.0,2023-02-28
Global,54ipXppHLA8U4yqpOFTUhr,Bones,83.0,2023-02-28
Global,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28
Global,1yHVHoz6Ny29gbbWJYVnFt,Heaven,80.0,2023-02-28
Global,7oLKoGzQVwjZ91AzCn560T,PAINTING PICTURES,79.0,2023-02-28
Global,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28
Global,38UYeBLfvpnDSG9GznZdnL,Tormenta (feat. Bad Bunny),74.0,2023-02-28
Global,2AaaE0qvFWtyT8srKNfRhH,Komang,71.0,2023-02-28
Global,4NoOME4Dhf4xgxbHDT7VGe,X SI VOLVEMOS,69.0,2023-02-28
Global,7jtQIBanIiJOMS6RyCx6jZ,Another Love,60.0,2023-02-28
Global,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28
Greece,0yLdNVWF3Srea0uzk55zFn,Flowers,100.0,2023-02-28
Greece,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28
Greece,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28
Greece,249Ccx4Udp9bMug0T505Vx,Tik Tak,68.0,2023-02-28
Greece,45YWebKLhmd2q2dXPPhvrI,NAPOLI,66.0,2023-02-28
Greece,1VbsLy6fugQV3mBK7e9mS0,Larry Hoover,64.0,2023-02-28
Greece,5rrbMbJK3LGzQ6B25aBD2r,PSEMA,63.0,2023-02-28
Greece,1bPzfHjRXPvoyWaL5ZOmZE,Oulala,62.0,2023-02-28
Greece,3qFj5MapvQvQH4u1PIVX9n,Gagarin,61.0,2023-02-28
Greece,3ZBjsEi5IF54yXCizKTNdi,Tn,60.0,2023-02-28
Greece,1O4LjNjQxnzqECfTKGkko6,Erotas,59.0,2023-02-28
Greece,1QphVfogCxCARRZLergCjS,MON AMIE,58.0,2023-02-28
Greece,0PUzUn6NlCsVeomsUg9SKx,Palmous,57.0,2023-02-28
Greece,5Tbuk8Mr01Y53EWmrM7D4r,UNIQUE,56.0,2023-02-28
Greece,6YfzfBiC4dpF5yv63QcLCY,Skoni,55.0,2023-02-28
Greece,03x0o1jOLLiGMyN0SgjtVM,ALITHEIA,53.0,2023-02-28
Greece,2LHUIYOsCZ19mDp2xRxj1u,Parallili Agapi,49.0,2023-02-28
Guatemala,0yLdNVWF3Srea0uzk55zFn,Flowers,100.0,2023-02-28
Guatemala,4nrPB8O7Y7wsOCJdgXkthe,"Shakira: Bzrp Music Sessions, Vol. 53",96.0,2023-02-28
Guatemala,5ww2BF9slyYgNOk37BlC4u,La Bachata,92.0,2023-02-28
Guatemala,2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",91.0,2023-02-28
Guatemala,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,89.0,2023-02-28
Guatemala,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,88.0,2023-02-28
Guatemala,0CYTGMBYkwUxrj1MWDLrC5,CHORRITO PA LAS ANIMAS,87.0,2023-02-28
Guatemala,6TBzRwnX2oYd8aOrOuyK1p,Fin de Semana,86.0,2023-02-28
Guatemala,6Xom58OOXk2SoU711L2IXO,Moscow Mule,85.0,2023-02-28
Guatemala,5jt25aFjW2kNoBqaEVaz5W,LA INOCENTE,84.0,2023-02-28
Guatemala,4ygQ5wSuzzNRevVjup1qV2,El Gavilán,82.0,2023-02-28
Guatemala,4WiQA1AGWHFvaxBU6bHghs,PUNTO G,81.0,2023-02-28
Guatemala,3bvJftZKZe5QKz433NczyV,No Es Por Acá,80.0,2023-02-28
Guatemala,0uBcoM4zxRXk7kmsmxoiFS,Calidad,79.0,2023-02-28
Guatemala,0UXlu64mDLvfzR8IXMz06J,Ya No Somos Ni Seremos,78.0,2023-02-28
Guatemala,4H6o1bxKRGzmsE0vzo968m,Qué Agonía,77.0,2023-02-28
Guatemala,1aUq8rjW1EwkAkMri4VfJy,LOKERA,76.0,2023-02-28
Guatemala,38UYeBLfvpnDSG9GznZdnL,Tormenta (feat. Bad Bunny),74.0,2023-02-28
Guatemala,6otePxalBK8AVa20xhZYVQ,MIENTRAS ME CURO DEL CORA,72.0,2023-02-28
Guatemala,3gOI5aQD4mOMLsP3aWrkon,TUS GAFITAS,71.0,2023-02-28
Guatemala,4NoOME4Dhf4xgxbHDT7VGe,X SI VOLVEMOS,69.0,2023-02-28
Guatemala,6Vn1vje8yMw2OY6IOk9dkH,GATÚBELA,65.0,2023-02-28
Guatemala,3HqcNJdZ2seoGxhn0wVNDK,PROVENZA,64.0,2023-02-28
Hong Kong,0yLdNVWF3Srea0uzk55zFn,Flowers,100.0,2023-02-28
Hong Kong,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28
Hong Kong,65FftemJ1DbbZ45DUfHJXE,OMG,90.0,2023-02-28
Hong Kong,3r8RuvgbX9s7ammBn07D3W,Ditto,89.0,2023-02-28
Hong Kong,0a4MMyCrzT0En247IhqZbD,Hype Boy,85.0,2023-02-28
Hong Kong,2pIUpMhHL6L9Z5lnKxJJr9,Attention,83.0,2023-02-28
Hong Kong,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28
Hong Kong,7gRFDGEzF9UkBV233yv2dc,Shut Down,74.0,2023-02-28
Hong Kong,172oAbLGpgeCsukno7oBRe,風雨不改 (電影《阿媽有咗第二個》主題曲),71.0,2023-02-28
Hong Kong,72OVnXDzugvrCU25lMi9au,"如果可以 - 電影""月老""主題曲",67.0,2023-02-28
Hong Kong,11IqNbLOD4s4nVYSuEttFR,"Dear My Friend,",65.0,2023-02-28
Hong Kong,3mVO7XaN9ULGNuXteiCOz3,再見 寧靜海,64.0,2023-02-28
Hong Kong,4umaD9GJDZMihD9mal7vd1,鏡中鏡,63.0,2023-02-28
Hong Kong,2vJreatDgwtXWKpkqpPUZ3,地球上的最後一朵花,62.0,2023-02-28
Hong Kong,2gug6MRv4xQFYi9LA3PJCS,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",61.0,2023-02-28
Hong Kong,1ZrnCyms7CBYsCvkkVIkt8,記憶棉,59.0,2023-02-28
Hong Kong,2rbbJ2xZFJa2DriR5h0TBS,Distance,58.0,2023-02-28
Hong Kong,433FK3gktWwmjkAPMSqVNO,時候不早,57.0,2023-02-28
Hong Kong,1eId3TVzGrwv73YAWAVQMX,你瞞我瞞,56.0,2023-02-28
Hong Kong,2pFkBa11TZLwI4t4uzIWdi,Got U,55.0,2023-02-28
Hong Kong,7wDHnKKyw7GSw9ihEHTXm3,賽勒斯的愛,54.0,2023-02-28
Hong Kong,5st8nBxaC9GX6Dl3VMXTbM,在空中的這一秒,53.0,2023-02-28
Hong Kong,32QnXosZq7A11knnBAEqk7,一人之境 in C major,52.0,2023-02-28
Hong Kong,1jPDZpQoMwgmP3CzmIiTxB,給缺席的人唱首歌,51.0,2023-02-28
Hong Kong,3i804ijVjXeLrMKGIiVCHm,一號種籽,49.0,2023-02-28
Hong Kong,5e2rRSrFrisB661ithWQlF,My Secret Park,48.0,2023-02-28
Hungary,0yLdNVWF3Srea0uzk55zFn,Flowers,100.0,2023-02-28
Hungary,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28
Hungary,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28
Hungary,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28
Hungary,6BePGk3eCan4FqaW2X8Qy3,10:35,88.0,2023-02-28
Hungary,54ipXppHLA8U4yqpOFTUhr,Bones,83.0,2023-02-28
Hungary,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28
Hungary,1jI95q1ZSLZuVNdOMwaoUL,Csavargó,59.0,2023-02-28
Hungary,1o0TkBcMTkkOg1KUeB4riK,four moods,57.0,2023-02-28
Hungary,3XKdJfbBwnxUnn5tdaJoYL,Papa,56.0,2023-02-28
Hungary,1cf5u4F1zIvn9wUjhqzxm9,Forog a világ,55.0,2023-02-28
Hungary,6Rc6C6S4lgT5j1OekgI155,Pullup,54.0,2023-02-28
Hungary,1tAyEL10PQDcIvEL2o75wt,figyelj,53.0,2023-02-28
Hungary,1o1jU5NJW5lTAllW6udk6Y,Tenger,52.0,2023-02-28
Hungary,0faYxc8g09uniud0ToGDRb,voltmárkicsi,51.0,2023-02-28
Hungary,0gW2MaJU6dWtgrrlFzwbE5,Popstar,50.0,2023-02-28
Hungary,19VmOgLl88ZWU6WXgatfEM,Szeretsz-e,44.0,2023-02-28
Hungary,4KfDCXn8QyDVCAcnHgSSeg,Két Buli,43.0,2023-02-28
Hungary,07ijGrDhJW0wuZVRB3xYje,Magány Vagány,42.0,2023-02-28
Hungary,3amwRrzSgMeLaAWPj1y9yR,Zaj,41.0,2023-02-28
Hungary,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28
Hungary,23A0p49PgR5YAyYzY8TAyc,Tilidin,38.0,2023-02-28
Iceland,0yLdNVWF3Srea0uzk55zFn,Flowers,100.0,2023-02-28
Iceland,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28
Iceland,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28
Iceland,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,91.0,2023-02-28
Iceland,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28
Iceland,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,89.0,2023-02-28
Iceland,4FyesJzVpA39hbYvcseO2d,Just Wanna Rock,88.0,2023-02-28
Iceland,2LBqCSwhJGcFQeTHMVGwy3,Die For You,87.0,2023-02-28
Iceland,0NZPBYD5qbEWRs3PrGiRkT,Unholy (feat. Kim Petras),83.0,2023-02-28
Iceland,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28
Iceland,1yHVHoz6Ny29gbbWJYVnFt,Heaven,80.0,2023-02-28
Iceland,7oLKoGzQVwjZ91AzCn560T,PAINTING PICTURES,79.0,2023-02-28
Iceland,6sCvvleqKbeyOkQDieBYgp,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,76.0,2023-02-28
Iceland,789CxjEOtO76BVD1A9yJQH,Stay,73.0,2023-02-28
Iceland,7jtQIBanIiJOMS6RyCx6jZ,Another Love,60.0,2023-02-28
Iceland,1zv3WFUbZ5vPxFq9I2jAU1,We Found Love,59.0,2023-02-28
Iceland,3ovhC4v5a73S0afcOHhnu2,Dvel ég í draumahöll,46.0,2023-02-28
Iceland,1DmW5Ep6ywYwxc2HMT5BG6,Tattoo,45.0,2023-02-28
Iceland,1l2AHO7bb47QGFKJmXhXMz,Litlar stjörnur,44.0,2023-02-28
Iceland,0Xh9sOCT7ZvmKg8KthRYnH,Sofðu unga ástin mín,43.0,2023-02-28
Iceland,1ZzSy8HeLFZAeuQi577bhB,Ævintýralönd,42.0,2023-02-28
Iceland,6Vd8hxisvvbtZloYVH5kAo,Tárin falla hægt,41.0,2023-02-28
Iceland,6xsUlQIjfduRdQt88yekZ5,Þú ert,40.0,2023-02-28
Iceland,38KOnmdRLQrizMIFHIwuOA,Klisja,39.0,2023-02-28
Iceland,1tCcIkkqlbgLoYGub8bNzV,Esjan,37.0,2023-02-28
Iceland,53UXY91LLMuISer0X8RsWq,Rómeó og Júlía,36.0,2023-02-28
Iceland,6V3PuVse7g4ACKljlzGY1Q,Power,34.0,2023-02-28
Iceland,1jCSG0fDPtaMCkFLo1KJnb,Í larí lei,33.0,2023-02-28
