country,track.id,track name,popularity,date,danceability,energy,acousticness,liveness,tempo
Argentina,3EcCc1U405tm8yKm1x6Y8W,Te Mentiría,67.0,2023-02-28,0.651,0.731,0.116,0.0708,153.104
Argentina,4yPmTUkWmUfLPQLCccp0DR,Muñecas,66.0,2023-02-28,0.688,0.712,0.0288,0.313,89.93
Bolivia,4yPmTUkWmUfLPQLCccp0DR,Muñecas,66.0,2023-02-28,0.688,0.712,0.0288,0.313,89.93
Spain,4yPmTUkWmUfLPQLCccp0DR,Muñecas,66.0,2023-02-28,0.688,0.712,0.0288,0.313,89.93
Uruguay,4yPmTUkWmUfLPQLCccp0DR,Muñecas,66.0,2023-02-28,0.688,0.712,0.0288,0.313,89.93
Australia,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Austria,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Belgium,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Canada,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Denmark,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Estonia,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Finland,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
France,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Germany,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Global,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Greece,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Hungary,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Iceland,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Ireland,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Israel,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Latvia,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Lithuania,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Luxembourg,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Malaysia,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Morocco,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Netherlands,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
New Zealand,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Norway,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Philippines,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Portugal,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Romania,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Saudi Arabia,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Singapore,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Slovakia,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
South Africa,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Suriname,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Sweden,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Switzerland,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
UAE,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
USA,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
United Kingdom,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),94.0,2023-02-28,0.715,0.62,0.417,0.0822,97.95
Australia,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
Denmark,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
France,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
Global,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
Iceland,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
Ireland,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
Latvia,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
Norway,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
Portugal,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
Romania,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
Saudi Arabia,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
Singapore,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
Suriname,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
Sweden,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
UAE,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
Zimbabwe,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),92.0,2023-02-28,0.561,0.965,0.00383,0.371,128.04
Australia,78Sw5GDo6AlGwTwanjXbGh,Here With Me,91.0,2023-02-28,0.574,0.469,0.534,0.128,132.023
Canada,78Sw5GDo6AlGwTwanjXbGh,Here With Me,91.0,2023-02-28,0.574,0.469,0.534,0.128,132.023
Indonesia,78Sw5GDo6AlGwTwanjXbGh,Here With Me,91.0,2023-02-28,0.574,0.469,0.534,0.128,132.023
New Zealand,78Sw5GDo6AlGwTwanjXbGh,Here With Me,91.0,2023-02-28,0.574,0.469,0.534,0.128,132.023
Thailand,78Sw5GDo6AlGwTwanjXbGh,Here With Me,91.0,2023-02-28,0.574,0.469,0.534,0.128,132.023
USA,78Sw5GDo6AlGwTwanjXbGh,Here With Me,91.0,2023-02-28,0.574,0.469,0.534,0.128,132.023
United Kingdom,78Sw5GDo6AlGwTwanjXbGh,Here With Me,91.0,2023-02-28,0.574,0.469,0.534,0.128,132.023
Australia,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28,0.684,0.607,0.0267,0.191,81.001
Global,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28,0.684,0.607,0.0267,0.191,81.001
Iceland,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28,0.684,0.607,0.0267,0.191,81.001
Ireland,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28,0.684,0.607,0.0267,0.191,81.001
Latvia,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28,0.684,0.607,0.0267,0.191,81.001
Lithuania,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28,0.684,0.607,0.0267,0.191,81.001
New Zealand,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28,0.684,0.607,0.0267,0.191,81.001
Norway,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28,0.684,0.607,0.0267,0.191,81.001
Philippines,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28,0.684,0.607,0.0267,0.191,81.001
Portugal,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28,0.684,0.607,0.0267,0.191,81.001
Saudi Arabia,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28,0.684,0.607,0.0267,0.191,81.001
South Africa,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28,0.684,0.607,0.0267,0.191,81.001
Switzerland,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28,0.684,0.607,0.0267,0.191,81.001
United Kingdom,0JXXNGljqupsJaZsgSbMZV,Sure Thing,90.0,2023-02-28,0.684,0.607,0.0267,0.191,81.001
Australia,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,89.0,2023-02-28,0.561,0.52,0.0503,0.355,153.15
Global,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,89.0,2023-02-28,0.561,0.52,0.0503,0.355,153.15
Iceland,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,89.0,2023-02-28,0.561,0.52,0.0503,0.355,153.15
Saudi Arabia,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,89.0,2023-02-28,0.561,0.52,0.0503,0.355,153.15
Suriname,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,89.0,2023-02-28,0.561,0.52,0.0503,0.355,153.15
Australia,1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,88.0,2023-02-28,0.78,0.689,0.0368,0.0698,115.042
Belgium,1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,88.0,2023-02-28,0.78,0.689,0.0368,0.0698,115.042
France,1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,88.0,2023-02-28,0.78,0.689,0.0368,0.0698,115.042
Australia,5odlY52u43F5BjByhxg7wg,golden hour,87.0,2023-02-28,0.515,0.593,0.653,0.25,94.467
Canada,5odlY52u43F5BjByhxg7wg,golden hour,87.0,2023-02-28,0.515,0.593,0.653,0.25,94.467
Ireland,5odlY52u43F5BjByhxg7wg,golden hour,87.0,2023-02-28,0.515,0.593,0.653,0.25,94.467
Latvia,5odlY52u43F5BjByhxg7wg,golden hour,87.0,2023-02-28,0.515,0.593,0.653,0.25,94.467
New Zealand,5odlY52u43F5BjByhxg7wg,golden hour,87.0,2023-02-28,0.515,0.593,0.653,0.25,94.467
Philippines,5odlY52u43F5BjByhxg7wg,golden hour,87.0,2023-02-28,0.515,0.593,0.653,0.25,94.467
Portugal,5odlY52u43F5BjByhxg7wg,golden hour,87.0,2023-02-28,0.515,0.593,0.653,0.25,94.467
Saudi Arabia,5odlY52u43F5BjByhxg7wg,golden hour,87.0,2023-02-28,0.515,0.593,0.653,0.25,94.467
South Korea,5odlY52u43F5BjByhxg7wg,golden hour,87.0,2023-02-28,0.515,0.593,0.653,0.25,94.467
UAE,5odlY52u43F5BjByhxg7wg,golden hour,87.0,2023-02-28,0.515,0.593,0.653,0.25,94.467
USA,5odlY52u43F5BjByhxg7wg,golden hour,87.0,2023-02-28,0.515,0.593,0.653,0.25,94.467
Vietnam,5odlY52u43F5BjByhxg7wg,golden hour,87.0,2023-02-28,0.515,0.593,0.653,0.25,94.467
Australia,4sx6NRwL6Ol3V6m9exwGlQ,Love Again,86.0,2023-02-28,0.662,0.398,0.716,0.111,107.001
New Zealand,4sx6NRwL6Ol3V6m9exwGlQ,Love Again,86.0,2023-02-28,0.662,0.398,0.716,0.111,107.001
Australia,0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),85.0,2023-02-28,0.733,0.67,0.121,0.121,100.964
Canada,0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),85.0,2023-02-28,0.733,0.67,0.121,0.121,100.964
New Zealand,0O6u0VJ46W86TxN9wgyqDj,I Like You (A Happier Song) (with Doja Cat),85.0,2023-02-28,0.733,0.67,0.121,0.121,100.964
Australia,4h4QlmocP3IuwYEj2j14p8,Sunroof,84.0,2023-02-28,0.768,0.714,0.352,0.15,131.443
Singapore,4h4QlmocP3IuwYEj2j14p8,Sunroof,84.0,2023-02-28,0.768,0.714,0.352,0.15,131.443
Australia,02MWAaffLxlfxAUY7c5dvx,Heat Waves,83.0,2023-02-28,0.761,0.525,0.44,0.0921,80.87
Austria,02MWAaffLxlfxAUY7c5dvx,Heat Waves,83.0,2023-02-28,0.761,0.525,0.44,0.0921,80.87
New Zealand,02MWAaffLxlfxAUY7c5dvx,Heat Waves,83.0,2023-02-28,0.761,0.525,0.44,0.0921,80.87
UAE,02MWAaffLxlfxAUY7c5dvx,Heat Waves,83.0,2023-02-28,0.761,0.525,0.44,0.0921,80.87
Australia,3jjujdWJ72nww5eGnfs2E7,Adore You,82.0,2023-02-28,0.676,0.771,0.0237,0.102,99.048
Australia,567e29TDzLwZwfDuEpGTwo,STAY (with Justin Bieber),81.0,2023-02-28,0.591,0.764,0.0383,0.103,169.928
Singapore,567e29TDzLwZwfDuEpGTwo,STAY (with Justin Bieber),81.0,2023-02-28,0.591,0.764,0.0383,0.103,169.928
South Korea,567e29TDzLwZwfDuEpGTwo,STAY (with Justin Bieber),81.0,2023-02-28,0.591,0.764,0.0383,0.103,169.928
Taiwan,567e29TDzLwZwfDuEpGTwo,STAY (with Justin Bieber),81.0,2023-02-28,0.591,0.764,0.0383,0.103,169.928
UAE,567e29TDzLwZwfDuEpGTwo,STAY (with Justin Bieber),81.0,2023-02-28,0.591,0.764,0.0383,0.103,169.928
Australia,7yq4Qj7cqayVTp3FF9CWbm,Riptide,80.0,2023-02-28,0.484,0.731,0.431,0.151,101.654
United Kingdom,7yq4Qj7cqayVTp3FF9CWbm,Riptide,80.0,2023-02-28,0.484,0.731,0.431,0.151,101.654
Australia,5LYMamLv12UPbemOaTPyeV,Music For a Sushi Restaurant,79.0,2023-02-28,0.72,0.715,0.258,0.107,107.041
Australia,51Zw1cKDgkad0CXv23HCMU,Daylight,78.0,2023-02-28,0.686,0.445,0.484,0.175,145.5
Australia,3i058E8uxTsYqJ5NWZzqSj,Little Freak,77.0,2023-02-28,0.559,0.535,0.719,0.0954,141.96
Australia,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Austria,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Canada,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Denmark,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Finland,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Germany,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Global,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Israel,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Latvia,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Lithuania,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Malaysia,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Norway,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Portugal,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Saudi Arabia,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Singapore,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Slovakia,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Switzerland,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
USA,5mHdCZtVyb4DcJw8799hZp,Escapism.,76.0,2023-02-28,0.538,0.742,0.138,0.0934,96.107
Australia,6ex1Pz3pntgy4NPtxHXN2V,Bad Habits,62.0,2023-02-28,0.807,0.893,0.0451,0.366,126.011
New Zealand,6ex1Pz3pntgy4NPtxHXN2V,Bad Habits,62.0,2023-02-28,0.807,0.893,0.0451,0.366,126.011
Australia,6x8to58oCuyPyuXIe5Imak,Say Nothing (feat. MAY-A),60.0,2023-02-28,0.477,0.824,0.0966,0.12,129.942
Australia,59QDyqLww2pxyg9ijOPO7f,Rhyme Dust,58.0,2023-02-28,0.925,0.561,0.0659,0.152,128.034
Australia,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Austria,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Belgium,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Canada,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Estonia,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Global,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Hungary,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Ireland,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Israel,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Latvia,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Lithuania,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Luxembourg,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
New Zealand,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Singapore,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Slovakia,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Switzerland,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
UAE,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
USA,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
United Kingdom,4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,39.0,2023-02-28,0.697,0.802,0.0988,0.0614,139.951
Austria,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28,0.644,0.735,0.0521,0.161,88.98
Finland,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28,0.644,0.735,0.0521,0.161,88.98
Hong Kong,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28,0.644,0.735,0.0521,0.161,88.98
Hungary,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28,0.644,0.735,0.0521,0.161,88.98
Indonesia,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28,0.644,0.735,0.0521,0.161,88.98
Luxembourg,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28,0.644,0.735,0.0521,0.161,88.98
Netherlands,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28,0.644,0.735,0.0521,0.161,88.98
Philippines,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28,0.644,0.735,0.0521,0.161,88.98
South Korea,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28,0.644,0.735,0.0521,0.161,88.98
Taiwan,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28,0.644,0.735,0.0521,0.161,88.98
Thailand,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28,0.644,0.735,0.0521,0.161,88.98
Vietnam,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,92.0,2023-02-28,0.644,0.735,0.0521,0.161,88.98
Austria,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28,0.637,0.643,0.13,0.142,97.008
Belgium,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28,0.637,0.643,0.13,0.142,97.008
Estonia,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28,0.637,0.643,0.13,0.142,97.008
Germany,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28,0.637,0.643,0.13,0.142,97.008
Ireland,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28,0.637,0.643,0.13,0.142,97.008
Luxembourg,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28,0.637,0.643,0.13,0.142,97.008
Malaysia,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28,0.637,0.643,0.13,0.142,97.008
Netherlands,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28,0.637,0.643,0.13,0.142,97.008
Philippines,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28,0.637,0.643,0.13,0.142,97.008
Saudi Arabia,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28,0.637,0.643,0.13,0.142,97.008
Singapore,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28,0.637,0.643,0.13,0.142,97.008
Suriname,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28,0.637,0.643,0.13,0.142,97.008
Switzerland,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28,0.637,0.643,0.13,0.142,97.008
UAE,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,91.0,2023-02-28,0.637,0.643,0.13,0.142,97.008
Austria,0QHEIqNKsMoOY5urbzN48u,Made You Look,89.0,2023-02-28,0.838,0.525,0.345,0.0771,144.981
Canada,0QHEIqNKsMoOY5urbzN48u,Made You Look,89.0,2023-02-28,0.838,0.525,0.345,0.0771,144.981
Israel,0QHEIqNKsMoOY5urbzN48u,Made You Look,89.0,2023-02-28,0.838,0.525,0.345,0.0771,144.981
Norway,0QHEIqNKsMoOY5urbzN48u,Made You Look,89.0,2023-02-28,0.838,0.525,0.345,0.0771,144.981
Philippines,0QHEIqNKsMoOY5urbzN48u,Made You Look,89.0,2023-02-28,0.838,0.525,0.345,0.0771,144.981
Austria,73vIOb4Q7YN6HeJTbscRx5,Miss You,88.0,2023-02-28,0.587,0.742,0.0128,0.146,145.007
Suriname,73vIOb4Q7YN6HeJTbscRx5,Miss You,88.0,2023-02-28,0.587,0.742,0.0128,0.146,145.007
Switzerland,73vIOb4Q7YN6HeJTbscRx5,Miss You,88.0,2023-02-28,0.587,0.742,0.0128,0.146,145.007
Austria,38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),85.0,2023-02-28,0.637,0.715,0.148,0.0892,141.872
Belgium,38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),85.0,2023-02-28,0.637,0.715,0.148,0.0892,141.872
France,38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),85.0,2023-02-28,0.637,0.715,0.148,0.0892,141.872
Luxembourg,38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),85.0,2023-02-28,0.637,0.715,0.148,0.0892,141.872
Austria,4zN21mbAuaD0WqtmaTZZeP,Ferrari,82.0,2023-02-28,0.847,0.69,0.0127,0.0526,125.004
Austria,7fZBQnc0zXwVybgCIrQQil,Belly Dancer,81.0,2023-02-28,0.845,0.797,0.0582,0.167,121.985
Austria,5ZduaRci3iNUiDfJbBfAaf,Give It To Me - Full Vocal Mix,80.0,2023-02-28,0.874,0.869,0.00116,0.164,126.027
