country,track.id,track name,popularity,date,danceability,energy,acousticness,liveness,tempo
Austria,559SdaPI7mqy9IQiscuaMj,Sure Thing - Sped Up,79.0,2023-02-28,0.753,0.458,0.0812,0.209,105.057
Estonia,559SdaPI7mqy9IQiscuaMj,Sure Thing - Sped Up,79.0,2023-02-28,0.753,0.458,0.0812,0.209,105.057
Austria,22skzmqfdWrjJylampe0kt,Can't Hold Us (feat. Ray Dalton),78.0,2023-02-28,0.633,0.927,0.0267,0.0986,146.097
Belgium,22skzmqfdWrjJylampe0kt,Can't Hold Us (feat. Ray Dalton),78.0,2023-02-28,0.633,0.927,0.0267,0.0986,146.097
Switzerland,22skzmqfdWrjJylampe0kt,Can't Hold Us (feat. Ray Dalton),78.0,2023-02-28,0.633,0.927,0.0267,0.0986,146.097
Austria,4YxZQd3I4rj1nqkXgvpCk4,Zukunft Pink (feat. Inéz),75.0,2023-02-28,0.903,0.719,0.514,0.743,118.036
Germany,4YxZQd3I4rj1nqkXgvpCk4,Zukunft Pink (feat. Inéz),75.0,2023-02-28,0.903,0.719,0.514,0.743,118.036
Austria,1aOl53hkZGHkl2Snhr7opL,How Do I Say Goodbye,74.0,2023-02-28,0.4,0.641,0.214,0.0656,81.552
Denmark,1aOl53hkZGHkl2Snhr7opL,How Do I Say Goodbye,74.0,2023-02-28,0.4,0.641,0.214,0.0656,81.552
Netherlands,1aOl53hkZGHkl2Snhr7opL,How Do I Say Goodbye,74.0,2023-02-28,0.4,0.641,0.214,0.0656,81.552
Norway,1aOl53hkZGHkl2Snhr7opL,How Do I Say Goodbye,74.0,2023-02-28,0.4,0.641,0.214,0.0656,81.552
Switzerland,1aOl53hkZGHkl2Snhr7opL,How Do I Say Goodbye,74.0,2023-02-28,0.4,0.641,0.214,0.0656,81.552
Austria,473iuBry5Y4SSx9AGw9LLw,Sturkopf (mit ner Glock),72.0,2023-02-28,0.777,0.683,0.234,0.371,137.199
Austria,4HkRGYJYn1Y99uXpqTyOI6,Au Revoir,71.0,2023-02-28,0.673,0.603,0.473,0.203,119.923
Germany,4HkRGYJYn1Y99uXpqTyOI6,Au Revoir,71.0,2023-02-28,0.673,0.603,0.473,0.203,119.923
Austria,3kgt8Ys78I6GBZlQrWqZiA,Nachts wach,70.0,2023-02-28,0.719,0.685,0.569,0.263,136.172
Austria,5qEGAHerczFt3HmL9lhh4j,Nachts wach (Lila Wolken Bootleg),69.0,2023-02-28,0.667,0.849,0.165,0.107,155.002
Austria,7xaqxUl08zOg0YNUHokQpq,Sehnsucht,68.0,2023-02-28,0.804,0.645,0.642,0.173,142.09
Austria,05Mp2UJulSttxQ4E6hQPH3,Ohne mein Team,67.0,2023-02-28,0.766,0.8,0.16,0.0744,129.999
Austria,35DkXhxqTMiQB582tfjowU,Powerade,65.0,2023-02-28,0.89,0.72,0.193,0.641,150.09
Austria,2mVrSw1sSk3v8GanOZj9wF,Ich Liebe Dich,64.0,2023-02-28,0.67,0.592,0.219,0.219,79.846
Germany,2mVrSw1sSk3v8GanOZj9wF,Ich Liebe Dich,64.0,2023-02-28,0.67,0.592,0.219,0.219,79.846
Austria,7AuMPJMHY3TYeZEZsEy0CF,mailbox (feat. Hava),60.0,2023-02-28,0.753,0.65,0.369,0.171,125.121
Germany,7AuMPJMHY3TYeZEZsEy0CF,mailbox (feat. Hava),60.0,2023-02-28,0.753,0.65,0.369,0.171,125.121
Austria,4zLCLlqLivpZXvYfQCqTWh,Ich glaub ich will heut nicht mehr gehen,58.0,2023-02-28,0.856,0.603,0.347,0.328,121.977
Switzerland,4zLCLlqLivpZXvYfQCqTWh,Ich glaub ich will heut nicht mehr gehen,58.0,2023-02-28,0.856,0.603,0.347,0.328,121.977
Austria,7AyE8MRf4dIK75mqqpks9S,Mangos mit Chili,50.0,2023-02-28,0.888,0.607,0.147,0.111,103.136
Germany,7AyE8MRf4dIK75mqqpks9S,Mangos mit Chili,50.0,2023-02-28,0.888,0.607,0.147,0.111,103.136
Austria,6LBmaJYwbLHfQwIreMCLlw,Wildberry Lillet,47.0,2023-02-28,0.892,0.503,0.0642,0.102,139.928
Switzerland,6LBmaJYwbLHfQwIreMCLlw,Wildberry Lillet,47.0,2023-02-28,0.892,0.503,0.0642,0.102,139.928
Austria,6zJejIfVYLgjud3lTk4DLB,SNAP,25.0,2023-02-28,0.565,0.636,0.107,0.447,170.01
Belgium,6zJejIfVYLgjud3lTk4DLB,SNAP,25.0,2023-02-28,0.565,0.636,0.107,0.447,170.01
France,6zJejIfVYLgjud3lTk4DLB,SNAP,25.0,2023-02-28,0.565,0.636,0.107,0.447,170.01
Luxembourg,6zJejIfVYLgjud3lTk4DLB,SNAP,25.0,2023-02-28,0.565,0.636,0.107,0.447,170.01
Switzerland,6zJejIfVYLgjud3lTk4DLB,SNAP,25.0,2023-02-28,0.565,0.636,0.107,0.447,170.01
Belgium,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
Canada,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
Estonia,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
Germany,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
India,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
Israel,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
Lithuania,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
Malaysia,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
Morocco,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
New Zealand,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
Panama,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
Slovakia,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
South Africa,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
USA,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
United Kingdom,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),92.0,2023-02-28,0.801,0.806,0.382,0.114,106.999
Belgium,1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,89.0,2023-02-28,0.551,0.55,0.777,0.202,101.19
India,1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,89.0,2023-02-28,0.551,0.55,0.777,0.202,101.19
Ireland,1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,89.0,2023-02-28,0.551,0.55,0.777,0.202,101.19
New Zealand,1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,89.0,2023-02-28,0.551,0.55,0.777,0.202,101.19
USA,1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,89.0,2023-02-28,0.551,0.55,0.777,0.202,101.19
Belgium,26b3oVLrRUaaybJulow9kz,People,86.0,2023-02-28,0.573,0.422,0.551,0.102,124.357
Denmark,26b3oVLrRUaaybJulow9kz,People,86.0,2023-02-28,0.573,0.422,0.551,0.102,124.357
India,26b3oVLrRUaaybJulow9kz,People,86.0,2023-02-28,0.573,0.422,0.551,0.102,124.357
Luxembourg,26b3oVLrRUaaybJulow9kz,People,86.0,2023-02-28,0.573,0.422,0.551,0.102,124.357
Morocco,26b3oVLrRUaaybJulow9kz,People,86.0,2023-02-28,0.573,0.422,0.551,0.102,124.357
Netherlands,26b3oVLrRUaaybJulow9kz,People,86.0,2023-02-28,0.573,0.422,0.551,0.102,124.357
South Africa,26b3oVLrRUaaybJulow9kz,People,86.0,2023-02-28,0.573,0.422,0.551,0.102,124.357
Suriname,26b3oVLrRUaaybJulow9kz,People,86.0,2023-02-28,0.573,0.422,0.551,0.102,124.357
Switzerland,26b3oVLrRUaaybJulow9kz,People,86.0,2023-02-28,0.573,0.422,0.551,0.102,124.357
United Kingdom,26b3oVLrRUaaybJulow9kz,People,86.0,2023-02-28,0.573,0.422,0.551,0.102,124.357
Belgium,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,84.0,2023-02-28,0.501,0.405,0.751,0.105,109.891
Ireland,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,84.0,2023-02-28,0.501,0.405,0.751,0.105,109.891
Switzerland,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,84.0,2023-02-28,0.501,0.405,0.751,0.105,109.891
United Kingdom,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,84.0,2023-02-28,0.501,0.405,0.751,0.105,109.891
Belgium,3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),83.0,2023-02-28,0.607,0.767,0.118,0.122,123.998
Germany,3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),83.0,2023-02-28,0.607,0.767,0.118,0.122,123.998
Latvia,3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),83.0,2023-02-28,0.607,0.767,0.118,0.122,123.998
Suriname,3rb0tMq42WfggucPm0HHkA,Bad Memories (feat. Elley Duhé & FAST BOY),83.0,2023-02-28,0.607,0.767,0.118,0.122,123.998
Belgium,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Brazil,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Costa Rica,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Denmark,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Finland,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
France,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Germany,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Global,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Greece,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Hong Kong,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Hungary,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Iceland,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Indonesia,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Israel,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Italy,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Lithuania,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Luxembourg,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Mexico,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Morocco,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Netherlands,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Nicaragua,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Norway,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Panama,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Romania,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Slovakia,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
South Africa,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Sweden,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Switzerland,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Taiwan,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Thailand,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Vietnam,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,82.0,2023-02-28,0.531,0.525,0.232,0.441,66.9
Belgium,1yHVHoz6Ny29gbbWJYVnFt,Heaven,80.0,2023-02-28,0.571,0.761,0.0708,0.331,91.991
Denmark,1yHVHoz6Ny29gbbWJYVnFt,Heaven,80.0,2023-02-28,0.571,0.761,0.0708,0.331,91.991
Estonia,1yHVHoz6Ny29gbbWJYVnFt,Heaven,80.0,2023-02-28,0.571,0.761,0.0708,0.331,91.991
Global,1yHVHoz6Ny29gbbWJYVnFt,Heaven,80.0,2023-02-28,0.571,0.761,0.0708,0.331,91.991
Iceland,1yHVHoz6Ny29gbbWJYVnFt,Heaven,80.0,2023-02-28,0.571,0.761,0.0708,0.331,91.991
Malaysia,1yHVHoz6Ny29gbbWJYVnFt,Heaven,80.0,2023-02-28,0.571,0.761,0.0708,0.331,91.991
New Zealand,1yHVHoz6Ny29gbbWJYVnFt,Heaven,80.0,2023-02-28,0.571,0.761,0.0708,0.331,91.991
Switzerland,1yHVHoz6Ny29gbbWJYVnFt,Heaven,80.0,2023-02-28,0.571,0.761,0.0708,0.331,91.991
Belgium,6sCvvleqKbeyOkQDieBYgp,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,76.0,2023-02-28,0.247,0.299,0.899,0.131,177.115
Iceland,6sCvvleqKbeyOkQDieBYgp,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,76.0,2023-02-28,0.247,0.299,0.899,0.131,177.115
Belgium,0pfP5XgWsu3uDB6NygGBEq,Push Up - Original Mix,75.0,2023-02-28,0.713,0.93,0.053,0.0669,160.046
Belgium,13Irp51zj01BZu2XtDrnAg,2 Be Loved (Am I Ready),74.0,2023-02-28,0.721,0.769,0.0922,0.0817,155.932
Ireland,13Irp51zj01BZu2XtDrnAg,2 Be Loved (Am I Ready),74.0,2023-02-28,0.721,0.769,0.0922,0.0817,155.932
Belgium,2nD4X3sHH2kZ1gWraTpe7u,TOUTE LA JOURNÉE (feat. Tiakola),73.0,2023-02-28,0.791,0.527,0.457,0.118,140.098
France,2nD4X3sHH2kZ1gWraTpe7u,TOUTE LA JOURNÉE (feat. Tiakola),73.0,2023-02-28,0.791,0.527,0.457,0.118,140.098
Luxembourg,2nD4X3sHH2kZ1gWraTpe7u,TOUTE LA JOURNÉE (feat. Tiakola),73.0,2023-02-28,0.791,0.527,0.457,0.118,140.098
Belgium,16FTTvpIgihyei3EBNw1jd,Jolie (feat. Ninho),72.0,2023-02-28,0.717,0.686,0.141,0.208,134.067
Luxembourg,16FTTvpIgihyei3EBNw1jd,Jolie (feat. Ninho),72.0,2023-02-28,0.717,0.686,0.141,0.208,134.067
Belgium,2LcmbuYX7tyR4DWy3b273L,Noodgeval,70.0,2023-02-28,0.856,0.89,0.131,0.0614,139.003
Netherlands,2LcmbuYX7tyR4DWy3b273L,Noodgeval,70.0,2023-02-28,0.856,0.89,0.131,0.0614,139.003
Belgium,1IMgLV6uQ1mzc1XzfhLRQt,Ma Réalité,69.0,2023-02-28,0.721,0.409,0.714,0.108,91.949
Belgium,2r6L78L65TyGirzPgJvYEy,Au Bout De La Nuit,68.0,2023-02-28,0.825,0.611,0.551,0.0866,100.968
Belgium,4fWyBvLIPO68D2Ff87t1em,Stiekem,67.0,2023-02-28,0.748,0.579,0.0156,0.192,127.974
Belgium,0DDcpc9ImOsGUWupRj2xu5,Adrenaline,66.0,2023-02-28,0.741,0.727,0.0231,0.121,150.061
Suriname,0DDcpc9ImOsGUWupRj2xu5,Adrenaline,66.0,2023-02-28,0.741,0.727,0.0231,0.121,150.061
Belgium,48doyYB1i3Yyv3B13R1rZ3,Introduction,65.0,2023-02-28,0.695,0.581,0.595,0.105,134.658
France,48doyYB1i3Yyv3B13R1rZ3,Introduction,65.0,2023-02-28,0.695,0.581,0.595,0.105,134.658
Belgium,2c04RWBdaPi7OTakLMwy20,Herinnering,60.0,2023-02-28,0.72,0.554,0.348,0.118,123.591
Belgium,7vwTsX8UY5QZmPiQUmWkaL,Warrior,58.0,2023-02-28,0.574,0.69,0.175,0.197,87.019
Bolivia,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
Colombia,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
Denmark,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
France,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
Germany,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
Hungary,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
Netherlands,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
Nicaragua,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
Panama,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
Peru,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
Portugal,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
Slovakia,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
South Africa,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
South Korea,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
Switzerland,4Dvkj6JhhA12EX05fT7y2e,As It Was,89.0,2023-02-28,0.52,0.731,0.342,0.311,173.93
Bolivia,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,88.0,2023-02-28,0.65,0.715,0.0993,0.126,106.672
Colombia,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,88.0,2023-02-28,0.65,0.715,0.0993,0.126,106.672
Ecuador,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,88.0,2023-02-28,0.65,0.715,0.0993,0.126,106.672
Guatemala,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,88.0,2023-02-28,0.65,0.715,0.0993,0.126,106.672
Panama,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,88.0,2023-02-28,0.65,0.715,0.0993,0.126,106.672
Peru,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,88.0,2023-02-28,0.65,0.715,0.0993,0.126,106.672
Portugal,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,88.0,2023-02-28,0.65,0.715,0.0993,0.126,106.672
Suriname,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,88.0,2023-02-28,0.65,0.715,0.0993,0.126,106.672
USA,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,88.0,2023-02-28,0.65,0.715,0.0993,0.126,106.672
Bolivia,5Eax0qFko2dh7Rl2lYs3bx,Efecto,87.0,2023-02-28,0.801,0.475,0.141,0.0639,98.047
Chile,5Eax0qFko2dh7Rl2lYs3bx,Efecto,87.0,2023-02-28,0.801,0.475,0.141,0.0639,98.047
Mexico,5Eax0qFko2dh7Rl2lYs3bx,Efecto,87.0,2023-02-28,0.801,0.475,0.141,0.0639,98.047
Panama,5Eax0qFko2dh7Rl2lYs3bx,Efecto,87.0,2023-02-28,0.801,0.475,0.141,0.0639,98.047
Bolivia,6G12ZafqofSq7YtrMqUm76,Monotonía,86.0,2023-02-28,0.873,0.695,0.419,0.211,131.963
Costa Rica,6G12ZafqofSq7YtrMqUm76,Monotonía,86.0,2023-02-28,0.873,0.695,0.419,0.211,131.963
Ecuador,6G12ZafqofSq7YtrMqUm76,Monotonía,86.0,2023-02-28,0.873,0.695,0.419,0.211,131.963
Nicaragua,6G12ZafqofSq7YtrMqUm76,Monotonía,86.0,2023-02-28,0.873,0.695,0.419,0.211,131.963
Panama,6G12ZafqofSq7YtrMqUm76,Monotonía,86.0,2023-02-28,0.873,0.695,0.419,0.211,131.963
Peru,6G12ZafqofSq7YtrMqUm76,Monotonía,86.0,2023-02-28,0.873,0.695,0.419,0.211,131.963
Spain,6G12ZafqofSq7YtrMqUm76,Monotonía,86.0,2023-02-28,0.873,0.695,0.419,0.211,131.963
Suriname,6G12ZafqofSq7YtrMqUm76,Monotonía,86.0,2023-02-28,0.873,0.695,0.419,0.211,131.963
Uruguay,6G12ZafqofSq7YtrMqUm76,Monotonía,86.0,2023-02-28,0.873,0.695,0.419,0.211,131.963
Bolivia,31i56LZnwE6uSu3exoHjtB,Neverita,85.0,2023-02-28,0.876,0.498,0.0706,0.143,122.016
Mexico,31i56LZnwE6uSu3exoHjtB,Neverita,85.0,2023-02-28,0.876,0.498,0.0706,0.143,122.016
Panama,31i56LZnwE6uSu3exoHjtB,Neverita,85.0,2023-02-28,0.876,0.498,0.0706,0.143,122.016
Bolivia,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,84.0,2023-02-28,0.754,0.646,0.152,0.108,176.089
Colombia,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,84.0,2023-02-28,0.754,0.646,0.152,0.108,176.089
Costa Rica,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,84.0,2023-02-28,0.754,0.646,0.152,0.108,176.089
Ecuador,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,84.0,2023-02-28,0.754,0.646,0.152,0.108,176.089
Panama,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,84.0,2023-02-28,0.754,0.646,0.152,0.108,176.089
Bolivia,1O2pcBJGej0pmH2Y9XZMs6,Una Noche en Medellín,82.0,2023-02-28,0.87,0.548,0.0924,0.0534,96.018
Chile,1O2pcBJGej0pmH2Y9XZMs6,Una Noche en Medellín,82.0,2023-02-28,0.87,0.548,0.0924,0.0534,96.018
Ecuador,1O2pcBJGej0pmH2Y9XZMs6,Una Noche en Medellín,82.0,2023-02-28,0.87,0.548,0.0924,0.0534,96.018
Peru,1O2pcBJGej0pmH2Y9XZMs6,Una Noche en Medellín,82.0,2023-02-28,0.87,0.548,0.0924,0.0534,96.018
Bolivia,4khWEpnaijN0G1x019Uzdr,No Se Va,80.0,2023-02-28,0.734,0.685,0.117,0.109,92.042
Peru,4khWEpnaijN0G1x019Uzdr,No Se Va,80.0,2023-02-28,0.734,0.685,0.117,0.109,92.042
Bolivia,3PpWCS95gDUDRPko3u1MZ9,Prohibidox,79.0,2023-02-28,0.647,0.801,0.0451,0.0628,180.108
Colombia,3PpWCS95gDUDRPko3u1MZ9,Prohibidox,79.0,2023-02-28,0.647,0.801,0.0451,0.0628,180.108
Peru,3PpWCS95gDUDRPko3u1MZ9,Prohibidox,79.0,2023-02-28,0.647,0.801,0.0451,0.0628,180.108
Bolivia,4J1vAbtAhMdsdpO1sKU3EO,Pa’ la Selección,77.0,2023-02-28,0.605,0.572,0.144,0.721,84.827
Uruguay,4J1vAbtAhMdsdpO1sKU3EO,Pa’ la Selección,77.0,2023-02-28,0.605,0.572,0.144,0.721,84.827
Bolivia,1aUq8rjW1EwkAkMri4VfJy,LOKERA,76.0,2023-02-28,0.836,0.826,0.213,0.0814,102.025
Guatemala,1aUq8rjW1EwkAkMri4VfJy,LOKERA,76.0,2023-02-28,0.836,0.826,0.213,0.0814,102.025
Bolivia,7MVIfkyzuUmQ716j8U7yGR,Rara Vez,75.0,2023-02-28,0.838,0.708,0.176,0.343,119.984
Costa Rica,7MVIfkyzuUmQ716j8U7yGR,Rara Vez,75.0,2023-02-28,0.838,0.708,0.176,0.343,119.984
Ecuador,7MVIfkyzuUmQ716j8U7yGR,Rara Vez,75.0,2023-02-28,0.838,0.708,0.176,0.343,119.984
Panama,7MVIfkyzuUmQ716j8U7yGR,Rara Vez,75.0,2023-02-28,0.838,0.708,0.176,0.343,119.984
Peru,7MVIfkyzuUmQ716j8U7yGR,Rara Vez,75.0,2023-02-28,0.838,0.708,0.176,0.343,119.984
Spain,7MVIfkyzuUmQ716j8U7yGR,Rara Vez,75.0,2023-02-28,0.838,0.708,0.176,0.343,119.984
Bolivia,38UYeBLfvpnDSG9GznZdnL,Tormenta (feat. Bad Bunny),74.0,2023-02-28,0.637,0.768,0.458,0.378,94.982
Chile,38UYeBLfvpnDSG9GznZdnL,Tormenta (feat. Bad Bunny),74.0,2023-02-28,0.637,0.768,0.458,0.378,94.982
Costa Rica,38UYeBLfvpnDSG9GznZdnL,Tormenta (feat. Bad Bunny),74.0,2023-02-28,0.637,0.768,0.458,0.378,94.982
Ecuador,38UYeBLfvpnDSG9GznZdnL,Tormenta (feat. Bad Bunny),74.0,2023-02-28,0.637,0.768,0.458,0.378,94.982
Global,38UYeBLfvpnDSG9GznZdnL,Tormenta (feat. Bad Bunny),74.0,2023-02-28,0.637,0.768,0.458,0.378,94.982
Guatemala,38UYeBLfvpnDSG9GznZdnL,Tormenta (feat. Bad Bunny),74.0,2023-02-28,0.637,0.768,0.458,0.378,94.982
Mexico,38UYeBLfvpnDSG9GznZdnL,Tormenta (feat. Bad Bunny),74.0,2023-02-28,0.637,0.768,0.458,0.378,94.982
Panama,38UYeBLfvpnDSG9GznZdnL,Tormenta (feat. Bad Bunny),74.0,2023-02-28,0.637,0.768,0.458,0.378,94.982
Spain,38UYeBLfvpnDSG9GznZdnL,Tormenta (feat. Bad Bunny),74.0,2023-02-28,0.637,0.768,0.458,0.378,94.982
